Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
merged_GO_Biological_Process_2021.gmt	G2/M transition of mitotic cell cycle (GO:0000086)	3/259	7.789496e-01	8.376957e-01	8.463981e-01	2.114378e-01	MAPK4;MIR9-3HG;CHEK2
merged_GO_Biological_Process_2021.gmt	GPI anchor biosynthetic process (GO:0006506)	1/63	6.337756e-01	7.433702e-01	1.493286e+00	6.810285e-01	PIGL
merged_GO_Biological_Process_2021.gmt	GPI anchor metabolic process (GO:0006505)	1/55	5.838874e-01	7.169991e-01	1.713086e+00	9.217212e-01	PIGL
merged_GO_Biological_Process_2021.gmt	Golgi organization (GO:0007030)	3/258	7.767263e-01	8.367395e-01	8.497485e-01	2.147036e-01	KCNQ1OT1;DLEU2;GAS6-AS1
merged_GO_Biological_Process_2021.gmt	Golgi to plasma membrane protein transport (GO:0043001)	1/59	6.096254e-01	7.314011e-01	1.595672e+00	7.897147e-01	MAPK4
merged_GO_Biological_Process_2021.gmt	Golgi to plasma membrane transport (GO:0006893)	1/95	7.803662e-01	8.376957e-01	9.862333e-01	2.445780e-01	MAPK4
merged_GO_Biological_Process_2021.gmt	I-kappaB kinase/NF-kappaB signaling (GO:0007249)	3/121	2.990949e-01	5.867810e-01	1.843290e+00	2.224840e+00	DAB2IP;IKBKB;TLR2
merged_GO_Biological_Process_2021.gmt	I-kappaB phosphorylation (GO:0007252)	1/19	2.611474e-01	5.747678e-01	5.054646e+00	6.786722e+00	DAB2IP
merged_GO_Biological_Process_2021.gmt	IRE1-mediated unfolded protein response (GO:0036498)	4/105	8.511066e-02	5.640717e-01	2.776592e+00	6.840977e+00	ADD1;HDGF;CXXC1;GAS6-AS1
merged_GO_Biological_Process_2021.gmt	JNK cascade (GO:0007254)	3/81	1.365935e-01	5.640717e-01	2.787452e+00	5.549109e+00	MINK1;NOD2;NOD1
merged_GO_Biological_Process_2021.gmt	L-alpha-amino acid transmembrane transport (GO:1902475)	1/53	5.703906e-01	7.116556e-01	1.778503e+00	9.985118e-01	MAPK4
merged_GO_Biological_Process_2021.gmt	L-amino acid transport (GO:0015807)	1/55	5.838874e-01	7.169991e-01	1.713086e+00	9.217212e-01	MAPK4
merged_GO_Biological_Process_2021.gmt	L-ascorbic acid metabolic process (GO:0019852)	1/17	2.372207e-01	5.747678e-01	5.667827e+00	8.154669e+00	SLC23A1
merged_GO_Biological_Process_2021.gmt	L-aspartate transmembrane transport (GO:0070778)	1/9	1.335342e-01	5.640717e-01	1.100612e+01	2.215969e+01	MAPK4
merged_GO_Biological_Process_2021.gmt	L-glutamate transmembrane transport (GO:0015813)	1/19	2.611474e-01	5.747678e-01	5.054646e+00	6.786722e+00	MAPK4
merged_GO_Biological_Process_2021.gmt	L-serine biosynthetic process (GO:0006564)	1/11	1.607041e-01	5.640717e-01	8.908931e+00	1.628723e+01	ZNF667-AS1
merged_GO_Biological_Process_2021.gmt	MAPK cascade (GO:0000165)	11/605	3.605315e-01	6.108589e-01	1.208496e+00	1.232879e+00	IKBKB;MAPK4;FGFR1;MIF-AS1;PDGFA;MEF2C;SOS1;DAB2IP;LYPLA1;MINK1;RASAL1
merged_GO_Biological_Process_2021.gmt	MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	1/57	5.969612e-01	7.259939e-01	1.652301e+00	8.524271e-01	TLR2
merged_GO_Biological_Process_2021.gmt	MyD88-independent toll-like receptor signaling pathway (GO:0002756)	1/61	6.218927e-01	7.400725e-01	1.542786e+00	7.328045e-01	IKBKB
merged_GO_Biological_Process_2021.gmt	N-acetylglucosamine metabolic process (GO:0006044)	2/31	8.575698e-02	5.640717e-01	5.295041e+00	1.300588e+01	MAPK4;MGAT3
merged_GO_Biological_Process_2021.gmt	N-glycan processing (GO:0006491)	1/37	4.454596e-01	6.407026e-01	2.559920e+00	2.070076e+00	MAPK4
merged_GO_Biological_Process_2021.gmt	NAD biosynthetic process (GO:0009435)	2/41	1.367599e-01	5.640717e-01	3.952788e+00	7.864183e+00	RWDD3-DT;OLMALINC
merged_GO_Biological_Process_2021.gmt	NADH dehydrogenase complex assembly (GO:0010257)	2/115	5.446132e-01	6.957499e-01	1.371168e+00	8.332306e-01	FGF14-AS2;MIR4458HG
merged_GO_Biological_Process_2021.gmt	NIK/NF-kappaB signaling (GO:0038061)	1/146	9.029115e-01	9.291700e-01	6.391047e-01	6.527223e-02	MIR155HG
merged_GO_Biological_Process_2021.gmt	NLS-bearing protein import into nucleus (GO:0006607)	1/37	4.454596e-01	6.407026e-01	2.559920e+00	2.070076e+00	DLEU2
merged_GO_Biological_Process_2021.gmt	Notch signaling involved in heart development (GO:0061314)	1/21	2.843257e-01	5.790934e-01	4.561109e+00	5.736210e+00	NOTCH2
merged_GO_Biological_Process_2021.gmt	Notch signaling pathway (GO:0007219)	3/119	2.904791e-01	5.867810e-01	1.875100e+00	2.318043e+00	PLXND1;NOTCH2;STAT1
merged_GO_Biological_Process_2021.gmt	PML body organization (GO:0030578)	1/9	1.335342e-01	5.640717e-01	1.100612e+01	2.215969e+01	LINC02427
merged_GO_Biological_Process_2021.gmt	RNA 3'-end processing (GO:0031123)	1/137	8.878525e-01	9.184387e-01	6.815141e-01	8.106587e-02	THOC6
