,x,y
DNAJA4-DT,-2.0337098,3.0742183
DNAJB5-DT,-2.885956,3.8940232
DNAJB8-AS1,-4.897207,2.3476386
DNAJC27-AS1,4.351558,2.7263432
DNAJC3-DT,4.9087453,2.034239
DNAJC9-AS1,3.7095516,2.845221
DNM1P35,3.3797438,2.226609
DNM3-IT1,-4.3430867,2.6297243
DNM3OS,1.1354903,2.7635086
DNMBP-AS1,2.9578686,3.4039638
DNMT3L-AS1,-3.670491,5.841465
DNPEP-AS1,-0.85408187,4.4985504
DOCK4-AS1,-0.86853826,2.415595
DOCK7-DT,0.4603213,3.48076
DOCK8-AS1,2.232414,1.933201
DOCK8-AS2,0.42347708,1.436684
DOCK9-AS1,-2.8081563,2.7489653
DOCK9-DT,1.9495189,1.9516822
DPH1-AS1,-0.49234548,3.7107801
DPH5-DT,5.4537196,2.225141
DPH6-DT,0.029231096,3.6842923
DPP10-AS1,-2.4172022,3.6769161
DPP10-AS2,-3.4623158,2.6119075
DPP10-AS3,-3.3643856,2.6874301
DPP3-DT,4.911849,1.9020075
DPP4-DT,0.46087736,2.5913053
DPP9-AS1,3.5923116,2.1020188
DPY19L3-DT,2.954729,1.7819934
DPYD-AS1,0.11562374,2.5863013
DPYD-AS2,-1.3843659,2.0993898
DPYD-IT1,-0.8590453,2.4102383
DRAIC,4.2991543,3.269339
DSCAM-AS1,-3.3580735,4.9505215
DSCAM-IT1,-3.449396,2.6393528
DSCAS,-2.5979567,4.184904
DSCR10,-4.785672,5.640691
DSCR4,-4.75597,5.6003313
DSCR4-IT1,-4.703399,5.5203524
DSCR8,-4.7716026,5.58382
DSCR9,1.3829062,2.815535
DSEL-AS1,-5.0664163,3.4179437
DSG1-AS1,-3.621039,4.3161244
DSG2-AS1,-1.5033678,4.946612
DSP-AS1,2.233098,2.0821135
DST-AS1,-0.9192814,4.3663096
DTD1-AS1,-0.62832093,2.4806147
DTNB-AS1,-1.7464103,1.6595733
DTX2P1-UPK3BP1-PMS2P11,5.7251525,2.1878572
DUBR,5.3473983,2.233985
DUSP5-DT,2.6006372,2.312731
DUT-AS1,4.711698,2.2536383
DUXAP8,5.1926665,2.1641202
DYM-AS1,-4.0074577,3.926921
DYNC1LI2-DT,3.436208,3.2087255
DYNLL2-DT,1.4720695,4.0607743
DYNLRB2-AS1,2.078709,3.6314578
DYRK3-AS1,-0.39591974,4.254936
E2F3-IT1,-0.92920893,2.4854436
E2F5-DT,1.078718,4.169618
EAF1-AS1,2.8702402,3.8292968
EBLN3P,6.340342,2.855554
ECE1-AS1,1.4266185,1.6501755
ECI1-AS1,4.0637136,2.9569805
ECI2-DT,0.93383825,2.8823516
EDIL3-DT,4.369032,3.2651458
EDNRB-AS1,1.2009927,4.1711917
EDRF1-AS1,2.771767,2.46648
EDRF1-DT,2.955862,1.6161023
EEF1A1-AS1,-0.51560086,4.395355
EFCAB13-DT,0.032340255,3.767852
EFCAB14-AS1,-4.83646,3.0630996
EFCAB6-AS1,4.7785745,3.5677922
EFCAB6-DT,0.94592357,3.0425684
EFHD2-AS1,3.327065,3.773214
EGFLAM-AS1,-4.8900623,5.0448813
EGFLAM-AS2,-2.0474515,2.982629
EGFLAM-AS3,-4.6335077,3.673179
EGFLAM-AS4,-4.57608,3.2663767
EGFR-AS1,2.4300828,2.7147665
EGILA,-3.2207358,5.7340636
EGLN3-AS1,-4.2255287,5.346135
EGOT,-0.8249069,2.5764163
EHBP1-AS1,3.1932337,1.8086575
EHD4-AS1,0.39370212,2.8933642
EHHADH-AS1,-6.147062,3.7483706
EHMT2-AS1,1.849339,1.9388769
EIF1AX-AS1,-0.38052514,2.801649
EIF1B-AS1,5.646184,3.2215486
EIF2AK3-DT,4.5565825,1.9184431
EIF2B5-DT,-0.13018747,4.0886974
EIF3J-DT,5.6406755,2.3977816
EIF5-DT,2.2547047,2.2329183
EIPR1-IT1,-1.4478673,3.417149
ELAVL4-AS1,-3.8546863,5.8956237
ELDR,-1.6107376,5.062945
ELF3-AS1,5.35726,2.5590475
ELFN1-AS1,-0.43489626,4.105322
ELMO1-AS1,-1.8221397,2.2771268
ELN-AS1,1.3668604,2.5507214
ELOA-AS1,4.832066,2.5867455
ELOVL2-AS1,1.2086512,3.2549322
EMC1-AS1,2.9511232,1.810975
EML2-AS1,2.4909725,1.8293453
EML4-AS1,-0.5513349,2.0161526
EML6-AS1,-3.4357536,2.5875726
EMSLR,4.7598057,2.5079951
EMSY-DT,4.9891386,1.9433072
EMX2OS,3.7775764,3.0665236
EN2-DT,-4.010804,4.431676
ENO1-AS1,-0.18348329,4.2946806
ENOX1-AS1,-1.9645002,2.876858
ENOX1-AS2,-5.8268566,4.1745276
AC000111.6,-4.2493825,4.4463015
XXBAC-B461K10.4,5.345591,1.9583997
AC105760.3,-2.2215514,2.7258086
RP11-798G7.5,-3.1344683,1.54972
RP11-445H22.5,-0.36714232,1.838215
RP11-809H16.2,-4.5574574,4.478829
AC062028.1,1.6297892,3.8838093
ENSG00000145075,-2.5993798,3.6665034
RP11-96C23.13,3.3811727,2.9199638
RP11-93B14.6,-0.08805934,3.1507077
RP11-89N17.1,-3.3942676,1.7134235
RP11-23P13.6,1.0989561,1.5544493
RP11-276H1.3,1.1679068,3.6647885
RP11-404O13.5,3.2959344,3.9814115
AC110781.3,0.28545704,2.3874137
RP5-856G1.2,-4.614671,2.345059
CTD-2368P22.1,5.520193,2.7159364
RP11-334J6.7,-0.18907516,5.2969093
AP000679.2,0.4633266,3.162704
FLJ13224,0.09578105,2.75796
FLJ40194,2.7033587,3.853223
RP11-512C24.3,0.87884206,2.936217
RP11-16K12.1,-0.81705517,3.523364
CTD-2530N21.5,-0.9107426,2.9102097
RP11-998D10.4,-3.9521587,4.5524898
RP11-363G10.2,-4.280853,2.3422089
CTD-2527I21.15,1.8819721,2.6481469
RP11-429E11.3,-0.6538855,1.6599879
KB-1552D7.2,-1.5437833,3.1843798
CTD-2144E22.5,-5.3182807,3.9548244
CTD-3064H18.4,2.1441805,2.9882379
RP4-539M6.14,-3.787292,5.366035
RP5-1142A6.8,1.0524336,2.6076498
RP11-114H20.1,-4.30482,2.3744397
RP11-863K10.7,2.833714,2.3803277
AC005037.3,1.4055192,4.2533073
FLJ40288,-5.433706,2.6928952
CTC-343N3.1,2.3277845,2.86723
AP001062.7,4.88216,1.7555201
RP13-786C16.1,-4.020653,3.4041958
CTD-2600O9.1,-2.8515902,5.478643
RP11-161I2.1,-1.8921947,2.4261715
AC097382.5,1.3165965,4.3876743
RP5-1086D14.6,4.81738,2.2239742
PP7080,5.47256,2.0787525
AC092171.2,0.58477885,2.706232
AC010969.1,-3.6887374,3.9389067
AC069277.2,3.6231918,3.486236
RP11-797H7.5,-2.558129,4.2752705
RP11-57C13.3,0.9806051,4.5422945
PDXDC2P-NPIPB14P,5.6820683,2.2437928
AC090286.4,-5.155213,4.94105
KB-1592A4.15,-0.7725325,3.660043
CTC-499B15.5,4.0698667,2.745133
AC005276.1,-4.6487055,6.6098776
AC107218.3,-4.2561393,3.577188
AC106870.2,-5.356675,3.5050468
AC007952.6,-0.15807985,2.6521258
RP4-724E16.2,4.0748496,2.5352967
CTC-301O7.4,2.2062654,2.1053522
RP1-253P7.4,4.398461,3.1438906
RP11-231C14.7,4.0326934,2.67257
RP11-544M22.1,3.341859,2.9617944
RP11-208N14.4,-5.4629807,2.8989198
RP11-168J19.2,0.3551653,4.6994834
RP11-47J17.2,-3.5287852,3.4434042
RP11-560A15.3,1.1603757,4.2746844
RP11-498P14.5,2.8211515,1.7751212
RP11-277A4.4,1.3438249,4.473745
AC012358.7,1.839374,3.2019372
RP11-25I9.3,-4.5646353,3.3616407
AC006019.3,-3.1282027,2.6869152
RP11-370F5.4,-3.647755,3.5903273
CTD-2026K11.6,3.2336738,1.9548495
AC015969.3,1.3629389,4.251915
RP11-571E6.3,0.8569151,4.8193355
RP11-163F15.1,-5.233417,3.2329013
RP5-1113E3.3,-5.618653,2.848285
RP11-77K12.4,0.7009976,4.4579444
RP11-291L22.4,-3.8065,2.0315392
RP11-556O15.1,-5.2227736,3.7599843
RP11-697H9.3,-2.542497,2.8039434
RP13-259N13.2,0.44497827,4.621758
RP5-1096D14.6,0.9976399,4.709967
RP11-335E6.2,1.2230339,3.3912394
RP11-84A19.2,2.80688,3.8606899
AC144450.2,2.0101357,3.6248841
AC012456.3,-4.84044,2.3905282
RP11-332M2.1,4.8004627,1.8469864
RP11-261N11.8,-2.6468463,3.8302135
RP13-379L11.2,-1.7791586,3.9125025
RP11-188C12.3,-3.238616,2.7311108
RP11-126H7.4,-3.021915,1.7499255
RP4-640H8.2,1.4873052,4.2136216
RP11-65D24.2,-4.474699,2.2269046
ENSG00000204422,-2.0054317,6.3682313
RP11-304F15.3,2.3275726,2.1067057
RP11-1148L6.9,2.5947783,1.9138108
CTD-2126E3.1,-1.0721465,4.2508187
RP5-1004I9.1,-5.4005537,2.7560768
RP11-160N1.10,-5.1317782,4.3285637
CTB-158D10.3,-1.1721607,3.8877327
AC021218.2,3.4963992,3.0462813
RP11-807H22.7,-1.7391505,2.6531532
RP5-842K16.1,-3.8289661,2.7946186
RP11-830F9.6,0.27934775,1.8125037
RP11-863P13.4,1.2059075,1.9023844
CTC-425O23.2,3.6175952,2.0718846
RP11-352D3.2,-4.0124245,4.164479
AC005863.1,0.7761028,3.8247926
RP11-401P9.6,-0.87346464,3.2281566
KU-MEL-3,-4.5704975,4.939669
RP11-812E19.3,-4.609084,2.5586162
RP11-89H19.1,-1.1188654,1.5919074
AF064858.6,2.0904357,3.1424742
RP3-416J7.5,-4.358531,2.4013507
RP11-798L4.1,0.5040317,4.4927874
RP11-363N22.3,4.2036033,2.8956535
AC083864.4,-4.769149,2.8858376
AC024132.1,-5.3227487,3.558643
RP11-473M20.5,2.401941,1.7436527
RP11-689P11.2,2.6980186,2.2029963
LNCRI,-4.694666,2.350593
CTA-373H7.7,2.0930765,2.713819
RP13-212L9.1,0.86771256,3.3985343
CTD-2008L17.2,0.92016846,3.482929
ENSG00000206232,0.9146379,1.1083955
CTD-2308N23.2,0.48629764,4.2992063
ENSG00000206296,0.9566773,1.0885453
AC022007.5,5.2189765,2.3522713
KB-1440D3.16,2.5183983,1.7267712
KB-1572G7.3,-0.3430499,3.3272603
RP1-122K4.3,0.8218841,4.6742725
RP11-414H23.2,-2.0788167,2.0641003
RP1-29C18.10,-0.30384788,2.2817028
RP1-206D15.6,5.358628,2.7987113
RP11-306O13.1,5.445679,3.423903
RP1-29C18.9,3.7894547,3.1031516
XXCOS-LUCA16.1,-0.14068103,2.3964057
AC074286.1,5.801647,2.8102531
AC007277.3,-2.2054708,3.742477
RP11-414H17.5,-2.2952485,4.049939
CTD-3193O13.12,3.2758687,2.255166
AC087491.2,0.1621566,2.958954
RP11-323J4.1,0.91261643,4.4653854
RP11-989E6.3,-4.8314486,2.4783533
RP11-83B20.1,1.6594981,3.1319935
AC090616.2,2.1994636,1.8244584
AC005562.1,5.652948,2.3950248
RP11-544I20.2,3.6503649,3.294094
RP11-717D12.1,-2.9306128,1.6487627
RP11-736I10.8,-6.0762725,5.865672
RP11-1036E20.9,1.8672178,2.8039734
RP11-37N22.1,0.7472494,4.4282284
XX-FW80269A6.1,-5.9099874,4.906255
RP11-674E16.4,1.0770382,4.2261806
AC113167.2,0.7462992,4.3380713
AP000318.2,-1.9180467,4.7148604
CTC-297N7.7,-3.394819,3.7406523
AC129492.6,1.9438705,1.9861215
RP5-832C2.5,4.037988,2.9677906
RP1-257A7.4,3.8019156,2.2729268
AC114730.5,-1.0847632,3.7163343
RP13-395E19.3,-3.3136466,1.5698512
LL22NC01-81G9.3,1.2079064,4.5914545
ENSG00000215523,-0.55236465,2.5047023
AC114730.8,-0.39572078,4.2366467
CTB-61M7.1,-4.668675,5.2490253
RP11-800A3.2,0.72717977,4.491815
AC091801.1,-6.169186,5.9439583
RP11-248G5.8,-4.487704,5.4371076
RP11-287D1.4,-0.020446626,5.408132
AC099552.4,-4.3764677,4.9340353
AC011298.2,-3.2241187,5.5028152
RP4-761J14.8,4.5389404,1.8910244
RP11-3B12.3,3.6203063,3.2068357
AC093802.1,-2.6999693,2.8760095
RP1-32I10.10,-4.055224,3.8894174
LL22NC03-63E9.3,1.6332167,4.1713867
CTD-2527I21.4,-2.7994983,3.6862216
AC092675.3,-3.0388167,4.107786
AC106876.2,-3.2395747,5.554519
AC064874.1,-3.2629712,1.600908
AC005481.5,-1.0264608,3.5549662
AC011997.1,-4.2577753,5.0943294
AC112721.1,-3.1862957,5.215873
AC023469.1,-5.78632,3.1832597
AC112721.2,-3.2523885,4.991147
AP000233.4,-5.8204093,4.8562346
AC079305.10,0.5578366,2.3799522
RP5-1039K5.16,-0.93155164,3.2726169
RP3-429O6.1,-4.3448377,4.0947328
RP13-131K19.2,0.7896987,3.0121458
RP11-541F9.1,-5.0610223,3.92972
RP11-66D17.5,0.6302771,2.7896235
AC096559.2,-4.7278247,2.7729452
AC108066.1,-2.1885898,2.6631756
AC005104.3,2.5429518,2.2693214
RP11-374M1.4,-3.6829832,1.8021686
RP11-91A18.4,-1.1954888,3.769766
RP5-858B6.3,-0.10014709,4.1117663
AP006748.1,-3.800367,5.0230894
RP1-191L6.2,-5.7322083,3.5416884
AC011243.1,-3.233494,3.2215571
RP11-62L18.3,-5.091156,3.954866
AC011625.1,-3.6314237,2.9573624
RP1-171K16.5,-4.989197,3.4987953
RP11-555J4.4,-4.8512197,3.7110424
RP11-274J16.5,-5.937541,5.4813933
AC004471.9,0.29654828,3.1037986
RP11-285G1.9,-1.101719,3.3962295
RP11-344J7.2,-4.771231,2.4905632
AC092198.1,-2.3616188,4.4336543
RP11-15M15.1,-2.4039953,2.6872387
RP11-96B5.3,0.80396676,4.390161
RP11-542F9.1,-4.8354874,5.285343
AC010723.1,-5.211689,3.170603
AC093690.1,2.9776478,3.2325108
AC079613.1,-3.9028358,4.862467
RP11-223P11.3,-2.9898486,1.7524232
AC012506.1,-4.5028167,3.3142624
AC008069.1,-4.281583,3.729929
RP1-283K11.3,-6.1030555,3.2688308
AC078851.1,-5.6655703,3.8044593
ENSG00000223557,-5.0319505,4.9712596
AP001601.2,-5.8871055,4.775015
RP11-61K9.2,-0.47630283,3.681923
RP1-292B18.4,-5.159029,3.5869417
RP3-425P12.1,-1.1665064,2.492632
AC012506.3,-5.5934396,5.571225
AC008277.1,-0.5463248,2.3338861
RP11-108M9.1,-2.6382077,4.2048783
AC002463.3,-0.046881236,2.9271076
RP11-359E8.3,-4.7393265,5.554034
AC012314.20,-4.5346828,4.1458383
CTB-111F10.1,-5.3220453,4.6703644
RP11-93B14.4,-2.3889775,4.8954744
RP11-86H7.6,-6.116555,3.1247232
AF230666.2,2.5058985,2.4941993
AC091633.3,-0.4494884,2.1341798
RP11-113O24.3,-5.424229,5.320094
RP5-1024N4.2,-0.56527865,3.0382485
AC007879.5,0.06042027,3.3835292
CTA-929C8.7,-3.953473,4.238108
AC026188.1,-1.8055718,2.714946
RP11-321C24.1,-5.1254,4.464684
RP11-149B9.2,-6.07251,5.683054
AC116609.2,-1.986363,4.1974974
AC008073.9,-3.8017416,3.7611046
RP11-57C13.4,-4.586447,3.8370805
RP11-307B6.3,-2.8835824,4.2099304
RP11-554D15.1,-5.469075,4.5321326
RP11-473E2.2,-6.000033,5.4629073
RP11-598C10.2,-4.6673746,3.2739701
RP11-428L9.2,-3.5542316,4.947508
RP11-85L21.6,-5.2528057,4.5215964
RP11-437J19.1,-3.0987942,4.803467
RP11-543D5.2,-4.479453,5.186887
AC004870.4,-3.9458897,5.2133784
RP1-56J10.8,-3.812411,3.7884555
RP11-472N13.2,-0.68057317,3.9031897
XXBAC-BPG181M17.4,1.900447,2.099024
AC007091.1,-6.067469,5.7467794
RP11-135J2.3,-0.4232599,3.0126796
AC007403.3,-2.4546704,3.7328744
ENSG00000223868,-4.207229,4.2573395
AP000233.3,-5.472778,4.6611547
AC006372.5,-4.8647466,2.4780223
RP11-553K8.2,-4.607038,3.7328286
AC019048.1,0.1633553,2.6180844
AP001469.5,1.5285143,2.567886
RP5-837M10.2,-5.711857,3.7365732
AC009480.3,-2.854759,2.0818522
RP11-33A14.1,3.3098733,3.369662
RP11-252P19.2,-5.082646,4.128276
RP5-1180C18.1,1.6803341,3.3979874
RP11-533O20.2,-1.7388438,2.0421386
AC016738.4,1.5326691,2.519891
RP11-141J10.2,-5.6532683,4.502772
AC002456.2,2.9039624,2.247078
AP001048.4,-4.1849623,5.336737
RP11-84A14.5,-5.0429645,4.9191046
AC104809.2,-3.7056355,6.0432644
LL22NC03-102D1.18,-4.5852203,5.1793017
RP3-471M13.2,-4.2006507,4.5584817
AC063976.3,-4.9100814,5.507751
AP000470.2,-5.637391,3.3689706
RP1-231P7P.1,-4.7758794,2.907911
RP11-136K14.2,-1.5340272,2.7607028
RP11-347J14.8,-3.9802532,5.181876
RP11-30O15.1,-3.8473055,5.2327433
RP4-622L5.7,1.892895,1.9998719
AC009487.4,-4.847288,2.7060316
AP000936.4,-5.4822493,5.0230455
AC091729.7,-1.6183542,4.9266806
AC097468.4,-3.2812793,5.3256807
AC104389.16,-5.942344,5.43796
AC064834.1,-0.40460932,3.2400122
AP001630.5,-4.430159,3.634971
RP11-510C10.2,-5.7347097,4.178197
AC112715.2,-4.043161,4.797856
AC000123.4,3.4103074,2.2673368
RP11-510C10.3,-5.705582,3.9708927
RP4-798A10.4,-5.407528,4.650099
AC008278.3,-4.387507,5.4054217
RP13-228J13.1,0.34650776,2.5885584
RP11-359D14.3,-4.0876307,4.705672
RP1-15D23.2,-5.410462,2.966001
ENSG00000224229,-5.4146495,4.91554
AC090044.2,-4.8416963,2.34817
AJ009632.3,-4.763504,3.1095822
RP11-78A18.2,-4.0972548,3.6071825
RP11-499O7.7,-3.037486,5.560566
RP1-272L16.1,-4.041001,4.8835
RP11-149F8.5,-5.106185,4.1099935
AP000697.6,-1.5752753,5.119159
AC114730.3,-1.1868191,4.243782
AP000345.2,-5.4104233,4.550229
RP11-144G16.1,-5.512283,4.884064
AC004009.3,-6.0769553,4.529154
RP5-933B4.1,-5.4665866,4.2244005
AC005019.3,-5.9838276,3.9281464
AC007879.1,-5.3643074,4.3378406
RP11-151A6.4,1.7204573,2.8521388
RP11-467I20.2,-5.267268,4.896623
AC011239.1,-3.7423973,2.1573288
RP11-289H16.1,-0.54534006,2.4537785
RP11-235G24.1,-3.7149436,3.1975985
RP1-32B1.4,-2.7133172,3.4242227
AC009276.4,-3.9766738,3.6203418
AC017104.6,2.1809833,2.0907564
RP3-417O22.3,-5.6760206,4.3162055
RP3-395M20.2,-3.21851,4.565979
AC010880.1,-4.8294578,4.5338144
LL22NC03-13G6.2,1.1636556,4.048847
RP5-956O18.3,-5.812876,4.523196
RP11-114B7.6,-3.6645958,4.5070243
AP001476.2,0.6980604,4.524097
RP11-503C24.6,-3.4214118,5.8370447
RP1-81D8.3,-2.8813596,3.186815
RP11-13P5.1,1.6582483,2.6643977
RP11-495P10.3,-0.5364052,3.981309
RP11-328K22.1,-3.4178803,2.9922764
RP11-475D12.2,-5.2361755,2.4833782
AC109309.4,-5.2454176,5.083493
RP11-5K23.5,-1.7584007,2.2211697
AC068134.8,-5.3256693,5.1178117
RP11-438F14.3,-5.614163,5.1478257
RP11-561I11.3,-4.5787787,6.4429474
RP3-470L22.1,-4.4806294,3.8554666
AP001439.2,-1.7335359,3.011659
RP11-370B11.3,-4.885732,4.239641
RP11-554D15.4,-4.848204,3.5833695
AC073626.2,-4.5624413,3.752462
RP1-177I10.1,-5.1557093,2.7763865
RP11-265P11.1,-1.3680102,1.7551848
AC011901.2,-5.8018947,3.4802256
RP11-276H7.3,-2.0137165,5.101143
AC106053.1,-5.0232205,4.8382983
RP4-564F22.5,4.214155,2.8758883
AC064871.3,-5.8423896,4.099286
RP11-16L21.7,-4.5857143,5.1711335
RP11-126K1.8,-2.450692,5.049931
AF124730.4,-4.098041,3.985726
RP11-631F7.1,-4.904662,5.0268674
AC010907.5,-4.8974586,2.8786092
RP11-335O13.8,-4.081405,3.206341
AC009227.2,2.0448043,3.9742184
GS1-174L6.4,0.5329985,4.595389
RP11-131J3.1,-0.68431455,4.2695
RP11-697E14.2,-3.6822052,2.7870455
AC025165.8,2.2444105,2.0546036
CITF22-49D8.1,-1.8806415,3.3128214
AC016716.2,-3.443395,2.6768296
RP1-86D1.5,0.4890575,4.689578
AC099850.1,3.05845,1.6834059
AC016735.1,-2.073716,2.4223018
AC015987.1,2.0514476,3.4719372
RP11-94M14.2,-4.976042,3.28987
RP11-54O15.3,-4.906173,2.4607282
ENSG00000224766,-4.2991433,3.9593487
AC012363.4,-5.873728,5.4122195
RP3-333H23.8,-5.134473,2.4437976
RP11-445O16.3,0.31081218,3.6929
RP11-538D16.2,4.6721706,3.522436
AC114812.8,-1.4922574,2.591653
RP11-190J1.3,-1.4443189,4.684744
RP11-134G8.10,-5.3709292,3.8587277
AC093843.1,1.4160573,3.6180832
AC107079.1,-1.3124311,2.7312682
RP11-535M15.1,3.394068,3.3855236
AC009518.4,-6.3165565,5.177896
RP11-49G10.3,-5.9133444,3.5616355
AC011754.1,-4.6197867,4.423922
CTA-250D10.19,-2.9184663,3.7712066
AC034187.2,1.2742659,4.2287297
RP5-1142A6.2,3.7662344,1.8580133
RP11-448G4.4,-1.6646944,2.4623907
AP001347.6,3.0296116,1.7122922
AY269186.2,-4.9817486,3.068102
RP11-144G6.4,-5.4797564,5.027384
AL050303.7,-5.177922,4.5524445
RP11-74C3.1,-5.493866,4.5173855
RP11-82L18.2,1.9815327,2.247222
RP5-1086K13.1,2.9370282,1.7885498
RP11-54O7.11,-0.53912437,3.8363574
RP11-114L10.2,-4.8122716,4.8324656
RP11-403H13.1,-1.0855594,2.3363075
RP11-524H19.2,-3.4681575,5.029455
RP11-297K8.2,3.8266597,1.5701647
RP11-295G24.5,-0.8898126,4.045008
AC010082.2,-2.409986,2.7280896
RP11-6F6.1,-4.5397544,3.3623867
RP11-669M2.1,-5.6126733,3.6738222
AC000067.1,-5.0084314,4.8484755
RP13-348B13.2,-4.984848,4.899479
RP11-330M19.1,-4.497251,2.7339718
RP11-228B15.4,4.4669,1.8846862
RP11-204C23.1,-5.665021,4.6302476
RP11-349E4.1,-6.2346516,4.560903
RP11-218C14.5,-5.345707,5.1629467
AC096574.4,-0.6557182,3.2623239
RP11-132N15.1,-3.8756278,5.7581444
RP11-426L16.3,-5.6902256,5.2997146
AL450226.2,-1.5219448,2.5196695
RP11-15B24.1,-5.666751,4.347546
RP4-660H19.1,-2.629984,4.489107
RP11-405O10.2,-0.22158436,2.4234636
XXBAC-BPG55C20.7,4.138996,3.4286828
RP11-456H18.1,-5.601274,3.8943026
RP11-429E11.2,-4.742436,5.030371
AC092484.1,-4.0097632,3.8609369
AC083900.1,-3.2152267,5.641605
RP11-295P9.6,-5.477675,4.3408084
RP5-1160K1.3,-4.7103505,4.3056197
RP4-614C15.2,-5.5341854,3.5071082
RP11-809C18.3,-2.6688848,3.0114627
AC018643.4,-5.0436416,2.7811933
AC073957.15,-1.5246615,4.2255654
RP5-899B16.2,-5.622607,3.5222096
RP11-338O1.2,-5.1579227,4.985922
AC012354.6,-2.5407984,4.1468043
AC012462.2,-3.4161105,4.4809566
RP11-16L9.2,-4.8906555,3.5526063
XXBAC-BPG308K3.5,-0.47315285,4.3009477
RP11-388K2.1,-5.273608,3.192064
ENSG00000225184,-7.1446967,4.101622
AC073283.7,-0.85295534,2.4361198
ENSG00000225188,-4.8001986,4.958855
RP11-338E21.2,-4.3051987,4.127461
RP11-182M20.2,-2.5085227,2.8375516
RP11-107I14.2,-4.4482045,3.9780886
RP11-358M3.1,-5.2773232,2.8640237
RP11-197M22.2,0.22701512,2.9206686
AC079790.2,-5.020354,4.7358985
AC007362.3,-2.353389,2.7110348
AP001628.6,-2.1018183,3.7706447
AC008937.3,-1.2433414,4.1796985
RP11-554K11.2,-5.157898,2.9538758
RP1-127D3.4,-1.692107,2.5360053
AC009478.1,-3.3594685,5.097484
RP11-536C5.2,-0.38944674,3.2711484
RP11-227D2.3,-4.033892,4.3438845
AC018693.6,-5.1926765,3.625701
RP11-344A5.1,-3.127549,2.9734235
RP11-1086F11.1,3.0732076,3.1263437
RP11-512N4.2,-4.0809636,3.3064406
RP1-91J24.3,-2.4209242,2.6938288
RP11-415J8.3,4.7197967,2.1140363
RP11-293P20.2,-3.1349764,4.659826
RP11-479J7.1,0.69250005,3.9343436
AF064860.5,-3.8638005,4.559703
XXBAC-B476C20.9,4.4254093,1.688157
RP11-561O23.7,-4.978403,4.5190377
RP11-513I15.6,5.781332,2.6350415
AC013269.4,-5.0235767,4.901631
RP11-540K16.2,-4.873254,4.938428
AC078942.1,-6.057606,5.5888405
AC015977.6,-5.268154,4.497352
RP11-422P22.1,-3.0320365,4.537608
NHEG1,-1.6601967,2.8324966
RP11-218L14.4,2.2485466,2.6874611
RP11-3B7.1,-3.3825142,1.6866175
CTD-2384B11.2,-1.3569012,2.399186
RP11-207C16.4,-1.8325033,2.4482882
RP11-764K9.1,1.7968765,2.3308737
RP5-1178H5.2,-3.9771397,5.1671705
AC104134.2,-2.7062366,1.7468472
AC019330.1,-3.3844473,5.486778
RP11-168C9.1,-5.324519,3.9474478
RP3-508I15.14,0.55231404,2.0002308
RP11-736E3.1,-5.6954107,4.882978
RP5-1121H13.4,-6.162205,5.5168133
RP11-760D2.1,-5.0163484,3.0726376
RP11-390F4.3,3.967913,3.2860124
AC002064.5,-3.6883557,5.1181364
ENSG00000225512,-3.6041443,1.8312453
RP11-236B18.2,-5.5123057,4.716087
RP11-383B4.4,-1.1268135,3.3121583
XX-C2158C6.3,-5.776028,3.5972157
AC073325.1,-4.4746356,4.5869946
RP11-545I10.2,-4.534041,3.8241727
AP000320.6,-0.5267051,4.37873
AC083867.4,-3.3347056,4.1383843
AC006076.1,-4.183189,4.012216
AC013733.4,-5.950054,3.5816493
AC011193.1,-5.3126783,2.7391877
AC096669.1,-5.342725,3.259949
RP11-339D23.1,-5.7995205,3.5446444
RP11-550H2.1,-5.1119766,2.6278558
AC005281.2,-4.1861253,4.50391
AC007679.3,-5.2954154,3.9909406
AC099552.2,-1.7718548,1.4907835
RP11-569A11.2,-4.6406527,2.4555094
RP5-997D24.3,-1.2869465,1.5915936
AP001046.6,-4.742893,4.4074836
RP11-70P17.1,-0.5566972,3.4501367
AC005487.2,1.2524129,4.270323
AC064875.2,-2.204614,3.9756174
RP11-58A12.3,-3.041489,4.753454
RP5-858B6.1,-4.8540726,4.866813
RP3-438O4.4,-4.2893414,4.2533174
AL163953.2,-3.5486917,5.7396483
RP1-30E17.2,-0.5597133,2.8084574
AC005522.7,-2.2865186,2.910851
RP13-379L11.1,-4.978962,3.1166077
RP11-3P22.2,0.97016203,4.2470384
RP11-269F19.10,2.2557068,1.7305133
AC017002.4,-4.8789334,3.7913911
RP11-242O24.3,-1.5309272,2.6010926
AC087501.1,-1.3428545,2.8050058
RP1-45I4.2,-4.6470175,3.8504832
RP11-417O11.5,2.4678018,4.7745743
RP11-354I10.1,-5.00847,4.790656
RP4-583K8.1,-5.2251015,4.805316
ENSG00000225788,-2.3965888,3.7321308
RP11-2L8.1,0.7126121,4.376489
AC073321.4,-4.342567,5.3028445
AC025918.2,0.10435716,3.2917933
RP1-309F20.3,1.7021148,2.5982614
RP11-44M6.1,0.75400156,4.3216686
RP11-547I7.1,-3.748229,2.592844
AC092669.6,-4.12365,4.2348003
AC118653.2,-4.3801,4.60445
AC013269.3,-5.6784096,4.277879
GS1-594A7.3,-4.76147,5.04865
RP11-80H5.6,-6.0057015,5.6312013
RP11-452K12.4,0.5578482,2.294083
