,x,y
CTB-123J14.1,-5.094311,3.3313615
RP11-542E6.4,-3.9938083,5.154394
ENSG00000285787,-5.9285645,5.5929856
RP11-852E15.2,-4.453676,3.5266888
RP11-123H22.2,-5.9443626,5.657163
RP11-309E23.3,-4.376895,4.265511
RP11-505K9.6,0.81904244,4.5125284
ENSG00000285793,5.4913297,2.0667868
RP11-465L10.14,5.8619356,3.0687308
RP11-518I13.2,-1.6089925,2.6301968
RP11-639B1.3,-4.852613,3.589242
RP11-297L17.7,-5.3204465,5.0089946
RP3-425P12.6,-1.1324887,2.6006176
RP1-150O5.4,0.4725469,3.1235921
RP11-324H6.8,4.814438,2.0930839
CTD-2292N2.1,3.2543824,2.4521768
RP11-420M1.3,-0.6122064,4.3258348
RP11-534K14.4,-4.5910697,2.8211074
RP11-54O15.4,-4.2984877,3.581499
RP11-535A15.2,-6.065544,3.8712046
RP11-77G23.6,0.7224114,4.3452177
RP11-428M15.1,-5.462097,3.1654844
RP11-465B22.9,2.4102342,3.2969263
RP11-822P4.2,3.8854723,2.1837146
CTD-2025J6.2,-5.2612863,3.4147673
RP11-316I2.2,-4.453755,5.2757044
RP11-305F14.1,1.6005902,3.867675
RP11-452C13.2,-0.8118003,2.6966991
RP11-663N22.2,-4.675236,5.3804684
RP11-305E6.5,-5.445386,3.8116763
RP11-353P15.2,-4.9498873,3.6671367
ENSG00000285828,0.30187094,2.9344273
RP11-294J22.8,-0.249298,3.6321483
RP11-545M17.4,3.6253276,3.0100005
CTD-2143A15.1,3.7293394,3.5030546
RP11-149P14.2,-4.011918,2.1750755
RP11-498F10.1,-6.1590204,5.3529167
RP11-665E10.6,-5.468509,4.9447303
RP11-274J15.4,-1.4837649,3.2484386
RP11-542F9.2,-2.1372004,6.263582
RP11-550P23.6,1.0190363,4.2782655
RP5-914M6.2,0.36188072,3.6358662
CTD-2564P9.4,-5.463897,3.7492807
RP11-799O21.5,-5.1181984,4.229497
RP11-348J12.6,-3.732194,4.5444736
RP4-768P8.2,3.1268427,3.2835865
RP11-254F19.5,1.4159403,3.2548316
XXBAC-BPGBPG34I8.4,-0.83880955,2.9104877
RP11-567P19.2,-1.2433183,2.238904
RP11-118B23.9,3.0963345,2.5237303
RP11-188P8.4,-0.42037934,3.6951678
RP4-798A10.8,0.36823565,3.7284126
LL22NC03-69F4.1,-5.227805,3.6104631
RP11-551M15.5,-2.9001951,3.6239781
RP11-355B11.3,1.9892646,3.7064536
RP1-230L10.2,-5.816562,3.6580348
RP11-80K21.4,-1.8773102,4.5717983
CTD-2304L4.1,-1.6699398,2.918297
RP11-279L11.2,0.4475921,4.642146
RP11-16B9.3,1.8637444,2.6534493
CMB9-4J8.1,2.989146,1.9491364
CTC-563A5.5,0.4115861,2.7979357
RP11-49N14.10,4.6905727,3.1267557
RP11-77I22.5,2.921098,3.2744486
RP11-314J18.11,0.35197136,4.080991
RP11-83M8.1,2.4503565,2.1890464
RP1-163O16.1,-1.3386064,4.7341504
ENSG00000285874,-4.484626,4.190145
RP11-115H11.1,-5.9064193,5.6149726
RP11-401F2.5,3.529107,3.4618227
RP11-2I22.1,-4.105967,3.0697489
RP11-342K2.2,-0.43473032,2.536507
CTD-2530N21.6,0.3546448,3.176198
CTD-2337L2.1,-4.342665,3.1374152
RP11-354M13.1,-3.1258755,3.404665
AL022345.12,-1.6994088,6.178212
RP11-667E17.3,0.44351977,3.9682667
CH17-264B6.5,3.636191,2.7607505
RP1-137D17.3,2.2813225,4.063126
RP3-431A14.7,-3.5522876,2.962214
RP11-350J20.17,0.40670165,3.8112886
RP11-219J21.3,-4.918648,2.6516116
RP11-538D15.1,0.64352316,4.492662
ENSG00000285893,3.0301151,3.3213255
RP11-134C1.2,-5.878551,5.6348915
RP11-655C2.4,-0.7197777,2.3125052
GS1-542M4.5,-5.470979,3.8639796
RP11-414K7.1,2.2149825,3.1398365
RP6-113J7.2,-0.8535869,2.804873
RP11-147B14.1,-3.5782666,3.2490761
RP11-25J23.4,-5.9860897,5.5386653
ENSG00000285903,-1.268687,2.1972048
RP4-592P3.1,1.9064982,3.1053305
RP11-622I12.1,3.2690997,2.150624
RP11-260L6.2,3.276556,3.4305549
RP11-404G16.8,-3.3696854,3.1579728
RP11-811I7.2,-0.9990829,2.3268993
RP5-990P15.4,-5.0384254,2.3643968
RP11-513M16.9,-5.1208,4.0966763
RP11-20O22.1,-5.2639017,2.9697776
RP11-405M12.5,-5.981401,3.8562803
ENSG00000285916,-2.622836,4.3772817
RP3-495K2.5,-4.8354735,3.7417586
RP11-679B19.3,-2.3313944,3.8241374
RP11-696L21.4,3.9316902,3.4167256
RP11-822I2.1,-1.7815305,2.486848
RP4-672J20.3,-1.9724402,3.3201232
RP11-256E16.3,-0.655561,2.904245
ENSG00000285924,-3.1567845,2.8472552
RP11-429J10.1,0.067656696,3.0614355
CTA-271G13.2,-6.3682585,4.596549
RP11-386I14.5,2.2725043,2.8320458
RP11-570F6.2,-5.3994803,3.1518404
RP11-159D12.12,-3.795175,5.2877345
RP11-293K20.5,-0.09390462,4.2039533
RP11-167J8.5,-1.5704124,5.2107053
RP11-640I2.2,4.4659367,3.7075162
RP11-496O3.3,1.6528088,2.7930696
RP11-182E21.1,-3.3056493,3.1926587
RP11-213B3.1,-5.929574,5.6144323
RP11-19F9.2,-3.1619797,2.9642985
RP11-165C17.1,-3.736468,3.49756
ABC14-1188822O7.2,-4.18525,5.2262797
RP11-1000B6.9,0.3346941,2.9359317
ENSG00000285949,-4.620555,4.4353585
ENSG00000285951,0.5395675,4.360224
RP11-127I20.9,-2.3124926,3.8899589
RP11-117D22.3,-0.8609601,1.6430477
RP11-436O19__A.6,-0.19289307,3.6529574
RP11-439C15.9,-0.48404494,5.228818
RP11-319F12.3,2.829475,2.2574937
RP1-224A6.11,-5.269365,4.603524
CTA-351O6.1,-5.116422,3.7295883
RP11-173O8.2,-5.4389443,3.5312197
RP1-288M22.3,-4.786357,4.1790977
GS1-56H18.2,-4.2950172,4.171307
ENSG00000285965,-6.0765595,3.3085716
RP11-7F17.10,2.0470524,3.9282753
CTA-246H3.13,-5.9628797,5.489474
RP11-95M5.2,-5.662702,5.212067
RP11-715J22.8,-0.9396071,4.264729
RP11-26L21.1,-5.1975403,2.8351152
RP11-105F10.1,2.9001043,3.0392096
RP11-652P10.2,1.2123196,4.2747717
RP11-523C15.1,-3.4728649,2.844188
RP11-407G23.8,5.0900517,2.1447785
RP11-217L21.1,-3.1252446,2.579282
RP11-333H8.1,-4.984715,3.6628597
ENSG00000285983,-3.202785,2.7776701
RP11-62F14.1,-4.9658923,4.136973
RP11-301F14.1,0.7558952,4.361583
RP11-799O21.3,-4.9370694,2.9322193
RP11-1134I14.9,-2.483368,2.5611134
RP11-418K9.3,-3.7584028,2.8719883
RP11-495F22.1,2.8589637,3.6038287
ENSG00000285995,-3.6895275,2.9717636
ENSG00000285996,2.8139071,2.8714538
ENSG00000285997,-4.4169927,5.014764
ENSG00000285998,-6.0257034,3.9197183
ENSG00000285999,2.3322437,2.5835087
ENSG00000286000,1.9383795,3.8357236
ENSG00000286002,-4.2812467,3.990729
ENSG00000286003,-4.9292545,3.386107
ENSG00000286004,3.4542978,2.4300199
ENSG00000286006,-4.844344,4.407488
ENSG00000286008,-3.3910193,3.9273617
ENSG00000286009,-0.97981006,3.9282968
ENSG00000286010,1.4372351,2.3043
ENSG00000286011,3.0120254,2.3379314
ENSG00000286013,-3.4070637,4.8514805
ENSG00000286016,-4.417014,4.7278085
ENSG00000286017,-0.44350508,3.8108451
ENSG00000286018,3.3473356,2.3227367
ENSG00000286020,-1.8877627,2.4751258
ENSG00000286023,-5.401583,4.849084
ENSG00000286024,1.3616602,2.6745782
ENSG00000286026,-5.222415,4.428366
ENSG00000286031,0.40564522,3.4775805
ENSG00000286033,2.9581687,2.8982303
ENSG00000286034,-4.2030997,4.667176
ENSG00000286035,3.6588778,2.993377
ENSG00000286036,-0.9870588,2.859372
ENSG00000286037,2.9441373,2.3938537
ENSG00000286039,1.1191624,3.2223375
ENSG00000286040,-4.7646556,2.8745954
ENSG00000286041,-4.9502153,4.175564
ENSG00000286043,-4.1308722,4.8129206
ENSG00000286044,3.7868176,3.7147696
ENSG00000286045,4.2214785,2.684327
ENSG00000286046,-5.5001144,5.1573243
ENSG00000286047,-5.937821,3.9218645
ENSG00000286048,-2.7046897,4.9721794
ENSG00000286049,-4.544074,4.5805473
ENSG00000286050,-1.0552152,3.9601493
ENSG00000286052,-0.90352523,3.4442973
ENSG00000286055,-1.7772679,1.832489
ENSG00000286056,-1.7642758,3.9144359
ENSG00000286058,1.415446,2.4010432
ENSG00000286059,-3.8605409,5.4821444
ENSG00000286060,-2.389756,4.511647
ENSG00000286062,-3.6495419,3.7790592
ENSG00000286063,-3.9469726,4.7527966
ENSG00000286066,-1.3795149,2.5737917
ENSG00000286067,4.9101257,2.132682
ENSG00000286068,-3.5789185,2.8756301
ENSG00000286069,1.7668079,3.7615604
ENSG00000286071,4.2458653,3.33762
ENSG00000286072,3.9413083,3.494347
ENSG00000286074,-1.7178494,2.7903461
ENSG00000286076,-1.0194391,1.4647957
ENSG00000286077,-0.8161657,4.1670675
ENSG00000286078,1.173321,2.360918
ENSG00000286080,-1.5080009,4.9574513
ENSG00000286081,0.71668136,3.120711
ENSG00000286082,-4.8613577,3.9012086
ENSG00000286083,-4.8617816,2.541359
ENSG00000286084,2.5263445,3.8545346
ENSG00000286085,0.8478922,4.203872
ENSG00000286086,1.69214,2.576198
ENSG00000286087,-3.6177082,5.3054953
ENSG00000286089,-1.4499503,1.745887
ENSG00000286090,-4.96493,2.998719
ENSG00000286092,-0.55747235,2.8020697
ENSG00000286093,0.71123445,4.287002
ENSG00000286097,-5.487752,4.1004844
ENSG00000286099,0.537374,3.5612996
ENSG00000286100,3.9330003,3.4740646
ENSG00000286101,-3.7265031,5.6941457
ENSG00000286103,-3.1675553,5.1226497
ENSG00000286104,4.1083436,1.6963172
ENSG00000286107,-3.3734295,1.6956407
ENSG00000286108,1.7802674,3.8725965
ENSG00000286109,-0.10868192,3.1734884
ENSG00000286110,-3.2022898,3.4127257
ENSG00000286111,-5.0901856,3.3237224
ENSG00000286113,-2.0908139,3.498905
ENSG00000286115,-2.3588457,4.839031
ENSG00000286116,2.2857037,2.6851976
ENSG00000286117,-3.6727335,5.6170006
ENSG00000286118,3.330732,3.522359
ENSG00000286119,-0.62303275,2.8391242
ENSG00000286121,-4.670629,3.714458
ENSG00000286123,-2.600776,4.376599
ENSG00000286124,-3.5667531,4.849559
ENSG00000286125,5.5115123,3.3009164
ENSG00000286126,-4.0048385,4.34238
ENSG00000286127,-5.521405,3.6379764
ENSG00000286128,-0.10192719,2.899056
ENSG00000286129,5.4540734,2.129853
ENSG00000286130,1.4849547,4.154805
ENSG00000286133,-6.0399585,5.887611
ENSG00000286134,-1.6461308,4.5591087
ENSG00000286136,1.914158,2.5164883
ENSG00000286138,3.1742406,2.9143865
ENSG00000286141,3.7149396,3.4560552
ENSG00000286142,-1.8417733,3.0548563
ENSG00000286144,-4.377657,5.8194337
ENSG00000286145,2.408599,2.9437368
ENSG00000286147,6.1704454,3.15532
ENSG00000286150,-4.026687,4.805283
ENSG00000286152,-5.7528157,5.27598
ENSG00000286153,2.1935015,2.8542805
ENSG00000286154,-1.7778633,2.4934647
ENSG00000286157,-4.252499,3.1230428
ENSG00000286158,2.4208057,2.0982616
ENSG00000286159,-0.15071505,1.5958143
ENSG00000286160,-5.337312,3.7575758
ENSG00000286161,1.8877914,2.1673021
ENSG00000286162,4.1624365,1.7847431
ENSG00000286163,-3.3715668,2.7186437
ENSG00000286164,-4.688185,2.9438536
ENSG00000286166,-4.669094,4.8205404
ENSG00000286167,-3.4502573,2.7390184
ENSG00000286168,1.8907312,2.1658869
ENSG00000286170,-4.993954,3.8194444
ENSG00000286171,-1.6685394,2.4927504
ENSG00000286174,-4.8690457,4.009971
ENSG00000286176,-0.21264173,4.6243734
ENSG00000286177,4.4416127,2.0479286
ENSG00000286179,-4.2026515,3.7820566
ENSG00000286180,-0.8826245,4.2473307
ENSG00000286181,1.0852921,2.591772
ENSG00000286182,0.4960468,4.1215944
ENSG00000286183,-0.74909246,2.955047
ENSG00000286186,1.8333828,2.2827506
ENSG00000286187,-5.199769,2.7893252
ENSG00000286188,-4.746343,4.2787857
ENSG00000286189,-5.0465856,3.706365
ENSG00000286191,-3.7836988,5.575716
ENSG00000286194,0.85564774,2.4773624
ENSG00000286195,3.710688,3.7866921
ENSG00000286196,2.726754,3.584714
ENSG00000286197,-0.39234334,2.961531
ENSG00000286198,-0.57224697,3.42701
ENSG00000286199,-4.673869,4.425802
ENSG00000286201,1.585667,4.3744183
ENSG00000286202,-5.217401,4.447397
ENSG00000286204,-3.3831975,5.0136895
ENSG00000286205,1.8213754,3.502294
ENSG00000286206,-4.0546007,5.15791
ENSG00000286207,4.0558476,2.088546
ENSG00000286208,-4.4155993,5.3198185
ENSG00000286209,-5.319279,2.80712
ENSG00000286210,-5.0311184,4.3077326
ENSG00000286211,-5.322214,3.2456317
ENSG00000286212,-1.3087451,3.5026228
ENSG00000286213,-5.691143,3.4040215
ENSG00000286216,1.5528554,2.814622
ENSG00000286218,1.0958205,3.9166534
ENSG00000286222,-1.650238,2.741323
ENSG00000286223,3.0471132,3.3306413
ENSG00000286225,-3.8613453,3.8220735
ENSG00000286226,-2.2008758,2.9080107
ENSG00000286227,-4.606384,3.1543138
ENSG00000286229,-5.9851403,5.700255
ENSG00000286230,1.8034139,3.5670753
ENSG00000286232,-0.45469323,3.0389028
ENSG00000286233,-3.6633494,2.853026
ENSG00000286234,-0.88321626,4.3335395
ENSG00000286236,-0.7303165,1.2927402
ENSG00000286238,2.1904752,3.2671318
ENSG00000286240,0.62119836,3.9189124
ENSG00000286241,0.4692425,4.263323
ENSG00000286242,2.5645416,2.932854
ENSG00000286244,1.7972459,3.3721247
ENSG00000286245,-0.7137341,2.4421492
ENSG00000286246,-3.5394087,2.7771738
ENSG00000286247,-1.836234,2.8043017
ENSG00000286248,1.8794252,1.9334571
ENSG00000286249,1.3087021,4.2498374
ENSG00000286250,-4.831751,4.137667
ENSG00000286251,-4.889797,5.5506954
ENSG00000286253,-4.6474757,3.334011
ENSG00000286254,-4.997915,2.9264705
ENSG00000286256,-1.950945,1.8411396
ENSG00000286257,-0.48619187,4.1948833
ENSG00000286258,-4.601301,4.528815
ENSG00000286259,-2.9740639,5.0254803
ENSG00000286260,-5.6249166,4.4254165
ENSG00000286262,-4.827508,4.3970757
ENSG00000286263,-4.7534113,2.9720557
ENSG00000286266,0.82746035,3.1974819
ENSG00000286269,4.3865576,3.6920214
ENSG00000286270,-5.468409,3.5078168
ENSG00000286271,0.33223823,2.79465
ENSG00000286272,2.7934554,4.649651
ENSG00000286273,-3.4707077,4.716895
ENSG00000286274,5.357586,3.4404707
ENSG00000286275,-3.7049766,4.7439847
ENSG00000286276,-0.03945942,1.9777372
ENSG00000286277,-3.7950103,5.180734
ENSG00000286278,-4.900453,2.771077
ENSG00000286279,-4.5311203,6.875001
ENSG00000286280,0.0065268236,2.836404
ENSG00000286281,-0.651731,2.7770073
ENSG00000286282,-0.7745961,2.8664875
ENSG00000286283,-3.8302724,4.651317
ENSG00000286284,-5.2214046,5.458462
ENSG00000286285,-0.62757236,1.6574339
ENSG00000286286,-3.1322265,3.490498
ENSG00000286287,-5.908273,5.270392
ENSG00000286288,4.802303,2.8927739
ENSG00000286289,-0.45159966,3.6561878
ENSG00000286290,-4.56805,6.282622
ENSG00000286291,0.6397653,4.1774955
ENSG00000286292,0.79136455,2.425412
ENSG00000286293,5.854745,3.3352473
ENSG00000286294,-4.786389,2.7722151
ENSG00000286295,0.4968168,4.2985005
ENSG00000286296,-4.9331007,3.6638951
ENSG00000286297,-6.039913,3.9122944
ENSG00000286298,-4.0231605,3.6585402
ENSG00000286299,1.7722194,2.7756057
ENSG00000286300,-3.8632848,3.2124631
ENSG00000286301,-4.958326,3.0476422
ENSG00000286302,1.5930624,3.5000138
ENSG00000286303,-4.7811875,4.497106
ENSG00000286304,-4.835044,3.63595
ENSG00000286305,3.3845332,2.5587168
ENSG00000286306,-2.3845785,2.2392044
ENSG00000286307,-0.65810084,2.2477376
ENSG00000286308,-4.6536527,4.4024634
ENSG00000286309,-5.9523144,3.9049773
ENSG00000286310,-0.723581,2.9934163
ENSG00000286311,0.77763546,3.0673232
ENSG00000286312,-0.38571152,3.1830761
ENSG00000286313,-0.36547795,1.692766
ENSG00000286314,3.1520646,4.2475758
ENSG00000286315,2.5042217,3.2351668
ENSG00000286316,-0.82372206,2.442276
ENSG00000286317,-5.464597,4.3306227
ENSG00000286318,-3.2962756,2.5932455
ENSG00000286319,-0.021291867,2.8563912
ENSG00000286320,1.5516928,3.8217788
ENSG00000286321,-5.123592,4.598578
ENSG00000286322,1.3591888,3.9644313
ENSG00000286323,-5.3852844,4.1074967
ENSG00000286324,1.6063551,3.0260572
ENSG00000286325,-4.373843,4.6292787
ENSG00000286326,-3.1546893,3.8075833
ENSG00000286327,2.5005362,3.0128489
ENSG00000286328,-5.2481,3.5109205
ENSG00000286329,1.4358535,4.181202
ENSG00000286330,0.5395229,1.6053368
ENSG00000286331,-0.7664157,4.1916914
ENSG00000286332,-3.6750062,4.849975
ENSG00000286333,-5.8196445,5.417786
ENSG00000286334,-0.8584597,2.5661273
ENSG00000286335,0.9688051,3.2822757
ENSG00000286337,1.1218997,3.1209526
ENSG00000286338,-4.4901233,2.9647205
ENSG00000286339,-1.1652461,3.0586932
ENSG00000286340,3.1646888,2.0752807
ENSG00000286341,2.0866358,4.1428256
ENSG00000286342,2.8722882,2.6251538
ENSG00000286343,-3.1711798,4.133097
ENSG00000286344,-4.767642,2.314615
ENSG00000286345,-5.474026,3.5367773
ENSG00000286346,-3.5015357,5.3403044
ENSG00000286347,-3.1068127,3.0166047
ENSG00000286348,-2.4626675,2.985674
ENSG00000286349,1.2898552,3.760478
ENSG00000286350,-3.8371127,5.724434
ENSG00000286351,-5.0030894,5.1323447
ENSG00000286352,-5.72743,3.8138847
ENSG00000286353,-3.0490797,3.2331893
ENSG00000286354,-4.9560843,2.6070924
ENSG00000286355,2.6561055,3.7461605
ENSG00000286356,-4.745575,2.847113
ENSG00000286357,-4.8263807,5.2817554
ENSG00000286358,4.199413,3.3063881
ENSG00000286359,-4.9829626,2.3241727
ENSG00000286360,3.0732725,2.6447258
ENSG00000286361,-6.0814505,3.2477088
ENSG00000286362,-1.135093,4.403431
ENSG00000286363,-3.4771512,2.8543992
ENSG00000286364,0.68919516,3.9754784
ENSG00000286365,-0.14903073,3.2066126
ENSG00000286366,3.8470023,2.9787154
ENSG00000286367,0.03591693,3.4881165
ENSG00000286368,-1.3705395,2.582191
ENSG00000286369,2.2422636,2.2875125
ENSG00000286370,-6.0272694,3.8949213
ENSG00000286371,-5.788061,3.4764624
ENSG00000286372,-3.5398133,2.7995694
ENSG00000286373,2.3662963,2.6701763
ENSG00000286374,-1.6506052,2.8104413
ENSG00000286375,-3.7265327,5.47167
ENSG00000286376,2.1792774,2.972724
ENSG00000286377,-5.2146163,3.3313758
ENSG00000286378,-0.1350972,3.1795552
ENSG00000286379,2.7466114,2.3195753
ENSG00000286380,-4.786508,5.580579
ENSG00000286381,2.132339,2.8479002
ENSG00000286382,-4.8905544,2.3704565
ENSG00000286383,1.0307871,4.2715826
ENSG00000286384,-3.700873,2.7923172
ENSG00000286385,-4.4849906,5.435837
ENSG00000286386,-4.9399657,2.3234465
ENSG00000286387,-5.675789,4.972349
ENSG00000286388,5.30384,2.02235
ENSG00000286389,2.3637738,2.423204
ENSG00000286390,-4.878461,3.892107
ENSG00000286391,-1.0407699,3.5302927
ENSG00000286393,-5.949432,5.67866
ENSG00000286394,-3.6424882,2.8164365
ENSG00000286395,-4.915088,3.755495
ENSG00000286397,-5.2154036,2.8989832
ENSG00000286398,-3.690593,6.014229
ENSG00000286399,-3.8738928,4.906864
ENSG00000286400,-0.34281102,3.600084
ENSG00000286401,1.8517901,2.7884064
ENSG00000286402,0.81157327,3.2098625
ENSG00000286403,4.2112947,2.7987652
ENSG00000286404,-2.1408215,2.8741019
ENSG00000286405,2.0022936,3.9167438
ENSG00000286407,-0.4439938,3.712707
ENSG00000286408,2.8597407,1.7564924
ENSG00000286409,-0.14032105,2.7876055
ENSG00000286410,-2.3559318,2.6676028
ENSG00000286411,-1.6893262,2.4540865
ENSG00000286412,4.4820304,3.610879
ENSG00000286413,-2.4029832,2.7037115
ENSG00000286414,-5.2805037,4.3689947
ENSG00000286415,2.2084625,3.8895984
ENSG00000286416,2.8148086,2.2632768
ENSG00000286417,-5.563217,5.189691
ENSG00000286418,-2.9719667,3.601847
ENSG00000286419,-4.337608,3.5715163
ENSG00000286420,-4.9914103,4.330971
ENSG00000286421,-5.3676424,4.557393
ENSG00000286422,-5.5252647,3.527675
ENSG00000286423,-1.0985341,3.537886
ENSG00000286424,1.7635953,3.5206077
ENSG00000286425,-4.9266753,3.8221428
ENSG00000286426,-0.9556283,3.0453634
ENSG00000286427,-0.20290574,3.5997026
ENSG00000286428,-3.7783227,3.444488
ENSG00000286429,-1.8573639,2.662296
ENSG00000286430,1.6012455,2.2584536
ENSG00000286431,5.01169,2.172132
ENSG00000286432,-5.237688,3.5674634
ENSG00000286433,-1.438001,4.339849
ENSG00000286434,-4.900449,3.8239229
ENSG00000286435,-4.60261,4.505571
ENSG00000286436,-4.704947,3.2740777
ENSG00000286437,-0.62115586,3.618435
ENSG00000286438,-4.3613453,3.0497973
ENSG00000286439,-4.087229,3.1962657
ENSG00000286440,-3.025381,3.6625
ENSG00000286441,-5.3854604,4.023823
ENSG00000286442,-6.0894523,5.8436165
ENSG00000286443,2.0850914,3.1576674
ENSG00000286444,2.2168887,1.6237499
ENSG00000286445,1.1206528,2.8351226
ENSG00000286446,-5.227512,2.8288527
ENSG00000286447,-2.0591757,4.3848186
ENSG00000286448,-2.181767,4.493944
ENSG00000286449,3.0306365,2.8672566
ENSG00000286450,4.44264,3.3598092
ENSG00000286451,-1.471936,5.107426
ENSG00000286452,-3.344816,3.5772636
ENSG00000286453,-5.4026923,3.6161504
ENSG00000286454,1.9885068,3.160459
ENSG00000286455,0.2515178,4.4318695
ENSG00000286456,4.05558,3.1645703
ENSG00000286457,-2.1495,2.584776
ENSG00000286458,-2.2635117,2.8358138
ENSG00000286459,-2.4626966,4.089554
ENSG00000286460,-2.5438833,3.895701
ENSG00000286461,-3.6638656,2.9491909
ENSG00000286462,-5.0996594,3.2594519
ENSG00000286463,-3.039824,2.849528
ENSG00000286464,-5.244264,4.70574
ENSG00000286465,-5.3003263,3.801967
ENSG00000286466,2.2691936,3.3138533
ENSG00000286467,2.1213315,3.2944472
ENSG00000286468,-5.5186954,3.9724312
ENSG00000286469,-5.3022084,3.520867
ENSG00000286470,2.9111218,3.6245646
ENSG00000286471,-4.062879,3.5811467
ENSG00000286472,5.2526817,3.4801922
ENSG00000286473,2.6388714,2.9161532
ENSG00000286474,-4.1565185,3.83423
ENSG00000286475,1.8946515,3.860382
ENSG00000286476,-5.9763045,3.3206906
ENSG00000286477,-5.9474607,3.3706672
ENSG00000286478,-1.6154492,2.614812
ENSG00000286479,-5.6182976,4.255709
ENSG00000286480,2.5113986,3.3101928
ENSG00000286481,-5.3810825,5.1322184
ENSG00000286482,3.3528433,2.3849711
ENSG00000286483,-0.6282291,3.489447
ENSG00000286484,-5.234404,2.9620788
ENSG00000286485,2.265309,2.5995777
ENSG00000286486,-5.962379,5.5611973
ENSG00000286487,-5.6383367,5.264945
ENSG00000286488,3.4832969,2.5481389
ENSG00000286489,-3.436184,4.1619034
ENSG00000286490,-4.39957,3.426998
ENSG00000286491,-2.5455651,4.1652946
ENSG00000286492,-3.7285683,4.571062
ENSG00000286493,-4.6326094,3.5792277
ENSG00000286494,-4.8819776,4.32272
ENSG00000286495,-6.033392,5.548296
ENSG00000286496,1.9385576,3.9098833
ENSG00000286497,-3.8401783,2.9453058
ENSG00000286498,-4.8532534,3.8014493
ENSG00000286499,-5.301088,3.1112216
ENSG00000286500,-3.7877514,5.5459566
ENSG00000286501,-5.3976774,3.212766
ENSG00000286502,-3.0004246,2.0313184
ENSG00000286503,-1.3729886,3.9780097
ENSG00000286504,2.5328062,2.4461873
ENSG00000286505,0.93464106,3.3948443
ENSG00000286507,-6.119053,5.853733
ENSG00000286508,-3.4576323,4.6962676
ENSG00000286509,-4.666101,4.4161286
ENSG00000286510,-3.6859558,5.8852344
ENSG00000286511,2.354083,2.4985886
ENSG00000286512,1.0449843,2.9154198
ENSG00000286513,-5.0112205,4.136144
ENSG00000286514,-1.2718284,2.7955322
ENSG00000286515,-4.6339273,3.6010525
ENSG00000286516,-5.0032883,4.2371616
ENSG00000286517,-5.4440727,4.9806657
ENSG00000286518,-5.1417108,3.4127927
ENSG00000286519,0.35604194,3.7114215
ENSG00000286520,-0.45628613,3.0709796
ENSG00000286521,-4.768271,2.9572842
ENSG00000286523,5.5828876,3.4376874
ENSG00000286524,-0.56512874,2.7641287
ENSG00000286525,-3.679118,3.2473657
ENSG00000286526,-4.670643,3.5485756
ENSG00000286527,-1.7661784,4.506622
ENSG00000286528,-4.1803384,4.0589733
ENSG00000286529,3.8526947,2.8155708
ENSG00000286530,-4.9831715,5.64556
ENSG00000286531,-6.0935464,3.8777425
ENSG00000286533,-5.3052573,4.6946206
ENSG00000286534,-1.2050011,3.6225545
ENSG00000286535,2.8797193,2.4616342
ENSG00000286536,-1.3856115,4.205724
ENSG00000286537,-4.768896,3.5418587
ENSG00000286538,0.8690666,4.257188
ENSG00000286539,2.7788792,3.3521786
ENSG00000286540,-4.6155667,6.6329255
ENSG00000286541,-4.877053,3.7914972
ENSG00000286542,0.2520231,2.934379
ENSG00000286543,2.1065524,3.342506
ENSG00000286544,-0.25223535,2.937678
ENSG00000286545,4.0674853,2.3894484
ENSG00000286546,-0.9416876,2.650042
ENSG00000286547,-4.722682,4.239404
ENSG00000286548,4.186151,3.3398197
ENSG00000286549,0.60364836,2.963822
ENSG00000286550,0.7139756,3.0631595
ENSG00000286551,1.4143682,3.6593933
ENSG00000286552,1.1404477,3.2653964
ENSG00000286553,-1.9320638,2.8174381
ENSG00000286554,-5.691376,3.9336028
ENSG00000286555,3.4530318,1.8382844
ENSG00000286556,-4.958654,3.8034356
ENSG00000286557,-5.079436,2.9074922
ENSG00000286558,-3.157704,2.659823
ENSG00000286559,-1.704369,2.8305523
ENSG00000286560,-3.8008585,5.162076
ENSG00000286561,2.0633595,4.041018
ENSG00000286562,-2.833092,4.1961865
ENSG00000286563,-1.0299722,4.092017
ENSG00000286564,-5.4131756,3.0882237
ENSG00000286565,2.4318247,3.9124765
ENSG00000286566,-5.596831,3.7678702
ENSG00000286567,-4.7191195,4.367438
ENSG00000286568,-5.401501,3.8780723
ENSG00000286569,-5.1293325,3.1156592
ENSG00000286570,-5.0498934,4.1162095
ENSG00000286571,0.17224549,2.8043783
ENSG00000286572,1.1974361,4.3862777
ENSG00000286573,-3.7407546,3.058913
ENSG00000286574,-4.597634,3.9649167
ENSG00000286575,-1.3144993,4.031017
ENSG00000286576,-1.473475,2.731649
ENSG00000286577,-5.780442,3.934581
ENSG00000286578,-5.0396605,2.4404263
ENSG00000286579,-0.12370784,3.118379
ENSG00000286580,-2.0818694,3.0647988
ENSG00000286581,-3.1807919,3.6665344
ENSG00000286582,0.43970096,4.7039185
ENSG00000286584,2.3791592,2.4743676
ENSG00000286585,2.7506504,2.4051034
ENSG00000286586,-4.5734706,4.476378
ENSG00000286587,-4.580295,4.9454627
ENSG00000286588,2.2008038,2.8236341
ENSG00000286589,-2.664507,6.075394
