Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Combined Score	Genes
merged_WikiPathway_2021_Human.gmt	Pathways Regulating Hippo Signaling WP4540	7/194	1.103312e-01	7.333598e-01	1.905324e+00	4.199845e+00	MAPK4;FGFR1;MIF-AS1;INSR;TCF7;SMAD3;PRKCA
merged_WikiPathway_2021_Human.gmt	Pathways affected in adenoid cystic carcinoma WP3651	5/128	1.283751e-01	7.333598e-01	2.114697e+00	4.341047e+00	MAX;MYBL1;CHEK2;KCNQ1OT1;MYB
merged_WikiPathway_2021_Human.gmt	Pathways in clear cell renal cell carcinoma WP4018	7/169	6.294005e-02	7.333598e-01	2.203985e+00	6.095279e+00	PFKP;MAPK4;TOX2;KCNJ2;ENO1;BHLHE41;TPI1
merged_WikiPathway_2021_Human.gmt	Pentose Phosphate Metabolism WP134	1/13	2.392929e-01	7.597631e-01	5.653986e+00	8.085579e+00	TALDO1
merged_WikiPathway_2021_Human.gmt	Peptide GPCRs WP24	1/147	9.555414e-01	9.671378e-01	4.760257e-01	2.164830e-02	CCR6
merged_WikiPathway_2021_Human.gmt	Phase I biotransformations, non P450 WP136	1/15	2.706604e-01	7.661470e-01	4.873161e+00	6.368688e+00	PON2
merged_WikiPathway_2021_Human.gmt	Phosphodiesterases in neuronal function WP4222	2/104	6.410447e-01	8.486211e-01	1.144285e+00	5.088134e-01	ADCY9;MAPK4
merged_WikiPathway_2021_Human.gmt	Phosphoinositides metabolism WP4971	2/97	6.030682e-01	8.342963e-01	1.229018e+00	6.215450e-01	MAPK4;PLCD3
merged_WikiPathway_2021_Human.gmt	Photodynamic therapy-induced NF-kB survival signaling WP3617	2/69	4.224682e-01	7.962284e-01	1.743690e+00	1.502435e+00	IKBKB;MIR155HG
merged_WikiPathway_2021_Human.gmt	Physiological and pathological hypertrophy of the heart WP1528	2/49	2.714933e-01	7.661470e-01	2.482805e+00	3.237126e+00	NFATC4;MAPK4
merged_WikiPathway_2021_Human.gmt	Phytochemical activity on NRF2 transcriptional activation WP3	1/29	4.569800e-01	7.983498e-01	2.475893e+00	1.938910e+00	PRKCA
merged_WikiPathway_2021_Human.gmt	Pilocytic astrocytoma WP2253	1/11	2.065829e-01	7.597631e-01	6.732268e+00	1.061715e+01	SOS1
merged_WikiPathway_2021_Human.gmt	Platelet-mediated interactions with vascular and circulating cells WP4462	1/33	5.009092e-01	7.983498e-01	2.170307e+00	1.500399e+00	TLR2
merged_WikiPathway_2021_Human.gmt	Prader-Willi and Angelman Syndrome WP3998	2/121	7.213439e-01	8.740061e-01	9.798340e-01	3.200523e-01	LHB;MSX1
merged_WikiPathway_2021_Human.gmt	Pre-implantation embryo WP3527	1/114	9.102190e-01	9.465369e-01	6.164628e-01	5.799071e-02	MYBL1
merged_WikiPathway_2021_Human.gmt	Pregnane X receptor pathway WP2876	3/65	1.530031e-01	7.333598e-01	2.650184e+00	4.975181e+00	CRYZL2P-SEC16B;NR1I2;RXRA
merged_WikiPathway_2021_Human.gmt	Primary focal segmental glomerulosclerosis (FSGS) WP2572	4/143	3.471191e-01	7.827428e-01	1.522077e+00	1.610491e+00	MAPK4;CR1;MKI67;LRP5
merged_WikiPathway_2021_Human.gmt	Prion disease pathway WP3995	4/65	4.611272e-02	6.867502e-01	3.479502e+00	1.070527e+01	RXRA;PAX5;FGFR1;MEF2C
merged_WikiPathway_2021_Human.gmt	Prolactin Signaling Pathway WP2037	5/151	2.063673e-01	7.597631e-01	1.778595e+00	2.806797e+00	STAT1;SOS1;PTPN6;VAV1;ZAP70
merged_WikiPathway_2021_Human.gmt	Prostaglandin Synthesis and Regulation WP98	1/89	8.473291e-01	9.191494e-01	7.925803e-01	1.313037e-01	TBXAS1
merged_WikiPathway_2021_Human.gmt	Proteasome Degradation WP183	1/119	9.192761e-01	9.476365e-01	5.901567e-01	4.967273e-02	MIR155HG
merged_WikiPathway_2021_Human.gmt	Proximal tubule transport WP4917	2/113	6.856129e-01	8.620928e-01	1.050976e+00	3.966826e-01	LINC01507;MAPK8IP3-AS1
merged_WikiPathway_2021_Human.gmt	Pyrimidine metabolism WP4022	3/166	6.756477e-01	8.613725e-01	1.002893e+00	3.932176e-01	RRM2;DPYD;MIF-AS1
merged_WikiPathway_2021_Human.gmt	Pyrimidine metabolism and related diseases WP4225	2/33	1.498236e-01	7.333598e-01	3.749861e+00	7.118347e+00	RRM2;DPYD
merged_WikiPathway_2021_Human.gmt	RAC1/PAK1/p38/MMP2 Pathway WP3303	3/135	5.359492e-01	7.983498e-01	1.241385e+00	7.742716e-01	IKBKB;SOS1;MIF-AS1
merged_WikiPathway_2021_Human.gmt	RANKL/RANK signaling pathway WP2018	2/109	6.663880e-01	8.613725e-01	1.090518e+00	4.426228e-01	IKBKB;STAT1
merged_WikiPathway_2021_Human.gmt	RAS and bradykinin pathways in COVID-19 WP4969	3/57	1.151383e-01	7.333598e-01	3.041619e+00	6.574827e+00	CRYZL2P-SEC16B;KLK1;VDR
merged_WikiPathway_2021_Human.gmt	Ras signaling WP4223	17/366	1.645940e-03	1.727036e-01	2.464352e+00	1.579512e+01	MAPK4;IKBKB;ZAP70;FGFR1;MIF-AS1;GNB4;PLD1;INSR;PLA2G2D;KRTAP5-AS1;SOS1;GAB1;PIK3R3;GAS6-AS1;KSR2;PRKCA;RASAL1
merged_WikiPathway_2021_Human.gmt	Regulation of Actin Cytoskeleton WP51	10/298	9.308370e-02	7.333598e-01	1.741034e+00	4.133661e+00	MAPK4;FGFR1;MIF-AS1;PDGFA;SOS1;ARHGEF1;MYLK;PRDM16-DT;VAV1;PIK3R3
merged_WikiPathway_2021_Human.gmt	Regulation of Microtubule Cytoskeleton WP2038	3/91	2.940411e-01	7.673035e-01	1.866760e+00	2.284981e+00	MAPK4;MIR9-3HG;PRKCA
merged_WikiPathway_2021_Human.gmt	Regulation of toll-like receptor signaling pathway WP1449	6/277	5.186738e-01	7.983498e-01	1.125344e+00	7.387663e-01	IRF5;IKBKB;STAT1;PTPN6;PIK3R3;TLR2
merged_WikiPathway_2021_Human.gmt	Regulatory circuits of the STAT3 signaling pathway WP4538	1/155	9.625191e-01	9.718413e-01	4.510150e-01	1.722940e-02	MAPK4
merged_WikiPathway_2021_Human.gmt	Renin-angiotensin-aldosterone system (RAAS) WP4756	2/87	5.437202e-01	7.983498e-01	1.374132e+00	8.372868e-01	MAPK4;CREB3
merged_WikiPathway_2021_Human.gmt	Resistin as a regulator of inflammation WP4481	2/65	3.933094e-01	7.827428e-01	1.854266e+00	1.730325e+00	IKBKB;PLCD3
merged_WikiPathway_2021_Human.gmt	Retinoblastoma gene in cancer WP2446	5/172	2.879388e-01	7.673035e-01	1.552331e+00	1.932664e+00	HMGB2;HLTF;MIF-AS1;RRM2;E2F3
merged_WikiPathway_2021_Human.gmt	Rett syndrome causing genes WP4312	4/95	1.358955e-01	7.333598e-01	2.331706e+00	4.653779e+00	MAPK4;HIVEP2;SATB2;MEF2C
merged_WikiPathway_2021_Human.gmt	Role of Altered Glycolysation of MUC1 in Tumour Microenvironment WP4480	1/17	3.007402e-01	7.673035e-01	4.281627e+00	5.144412e+00	IKBKB
merged_WikiPathway_2021_Human.gmt	Role of Osx and miRNAs in tooth development WP3971	1/29	4.569800e-01	7.983498e-01	2.475893e+00	1.938910e+00	NOTCH2
merged_WikiPathway_2021_Human.gmt	SARS coronavirus and innate immunity WP4912	2/61	3.635083e-01	7.827428e-01	1.979710e+00	2.003374e+00	STAT2;STAT1
merged_WikiPathway_2021_Human.gmt	SARS-CoV-2 and angiotensin-converting enzyme 2 receptor: molecular mechanisms WP4883	1/13	2.392929e-01	7.597631e-01	5.653986e+00	8.085579e+00	CRYZL2P-SEC16B
merged_WikiPathway_2021_Human.gmt	SARS-CoV-2 innate immunity evasion and cell-specific immune response WP5039	4/131	2.905147e-01	7.673035e-01	1.667334e+00	2.060993e+00	LAG3;SMAD3;STAT2;STAT1
merged_WikiPathway_2021_Human.gmt	SCFA and skeletal muscle substrate metabolism WP4030	1/11	2.065829e-01	7.597631e-01	6.732268e+00	1.061715e+01	PPARD
merged_WikiPathway_2021_Human.gmt	SRF and miRs in Smooth Muscle Differentiation and Proliferation WP1991	1/21	3.572452e-01	7.827428e-01	3.444823e+00	3.545871e+00	MEF2C
merged_WikiPathway_2021_Human.gmt	STING pathway in Kawasaki-like disease and COVID-19 WP4961	1/42	5.872422e-01	8.329252e-01	1.698121e+00	9.039403e-01	IKBKB
merged_WikiPathway_2021_Human.gmt	Selenium Micronutrient Network WP15	5/176	3.041652e-01	7.673035e-01	1.515516e+00	1.803743e+00	INSR;SOD1;CRYZL2P-SEC16B;TXNRD3;LINC02532
merged_WikiPathway_2021_Human.gmt	Senescence and Autophagy in Cancer WP615	3/209	8.145878e-01	9.034125e-01	7.906281e-01	1.621365e-01	IRF5;SMAD3;MIF-AS1
merged_WikiPathway_2021_Human.gmt	Signal Transduction of S1P Receptor WP26	2/48	2.637401e-01	7.661470e-01	2.536451e+00	3.380560e+00	MAPK4;S1PR2
merged_WikiPathway_2021_Human.gmt	Signal transduction through IL1R WP4496	1/64	7.407255e-01	8.740061e-01	1.107373e+00	3.323504e-01	IKBKB
merged_WikiPathway_2021_Human.gmt	Signaling of Hepatocyte Growth Factor Receptor WP313	3/67	1.630226e-01	7.415357e-01	2.567497e+00	4.657096e+00	PTK2B;SOS1;GAB1
merged_WikiPathway_2021_Human.gmt	Simplified Depiction of MYD88 Distinct Input-Output Pathway WP3877	1/35	5.215286e-01	7.983498e-01	2.044086e+00	1.330682e+00	TLR2
merged_WikiPathway_2021_Human.gmt	Simplified Interaction Map Between LOXL4 and Oxidative Stress Pathway WP3670	1/35	5.215286e-01	7.983498e-01	2.044086e+00	1.330682e+00	DDR1
merged_WikiPathway_2021_Human.gmt	Small Ligand GPCRs WP247	2/37	1.793717e-01	7.479801e-01	3.326022e+00	5.715086e+00	S1PR2;CNR1
merged_WikiPathway_2021_Human.gmt	Small cell lung cancer WP4658	6/191	2.076205e-01	7.597631e-01	1.661452e+00	2.611874e+00	IKBKB;MIF-AS1;MAX;PIK3R3;RXRA;E2F3
merged_WikiPathway_2021_Human.gmt	Sphingolipid Metabolism (general overview) WP4725	2/47	2.559878e-01	7.661470e-01	2.592454e+00	3.532544e+00	MAPK4;CERS6
merged_WikiPathway_2021_Human.gmt	Sphingolipid Metabolism (integrated pathway) WP4726	2/49	2.714933e-01	7.661470e-01	2.482805e+00	3.237126e+00	MAPK4;CERS6
merged_WikiPathway_2021_Human.gmt	Sphingolipid pathway WP1422	3/57	1.151383e-01	7.333598e-01	3.041619e+00	6.574827e+00	MAPK4;CERS6;LINC00865
merged_WikiPathway_2021_Human.gmt	Spinal Cord Injury WP2431	5/235	5.434292e-01	7.983498e-01	1.120908e+00	6.835924e-01	MAPK4;KCNJ2-AS1;LGALS3;CSPG4;PRKCA
merged_WikiPathway_2021_Human.gmt	Splicing factor NOVA regulated synaptic proteins WP4148	1/82	8.229017e-01	9.054090e-01	8.612553e-01	1.678746e-01	MAPK4
merged_WikiPathway_2021_Human.gmt	Statin inhibition of cholesterol production WP430	2/57	3.331766e-01	7.827428e-01	2.123236e+00	2.333611e+00	CRYZL2P-SEC16B;LPL
merged_WikiPathway_2021_Human.gmt	Sterol regulatory element-binding proteins (SREBP) signaling WP1982	1/137	9.449757e-01	9.645677e-01	5.114117e-01	2.894390e-02	LPL
merged_WikiPathway_2021_Human.gmt	Structural Pathway of Interleukin 1 (IL-1) WP2637	1/96	8.684007e-01	9.214328e-01	7.339728e-01	1.035650e-01	IKBKB
merged_WikiPathway_2021_Human.gmt	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706	6/312	6.353778e-01	8.478094e-01	9.932956e-01	4.504948e-01	MAPK4;KRTAP5-AS1;PDE6B-AS1;THRB;MEF2C;MYB
merged_WikiPathway_2021_Human.gmt	Sulindac Metabolic Pathway WP2542	1/9	1.724732e-01	7.415357e-01	8.317976e+00	1.461895e+01	MSRB2
merged_WikiPathway_2021_Human.gmt	Synaptic Vesicle Pathway WP2267	1/101	8.816542e-01	9.275499e-01	6.971089e-01	8.780460e-02	MAPK4
merged_WikiPathway_2021_Human.gmt	Synaptic signaling pathways associated with autism spectrum disorder WP4539	2/99	6.142181e-01	8.342963e-01	1.203567e+00	5.866248e-01	MAPK4;PIK3R3
merged_WikiPathway_2021_Human.gmt	T-Cell Receptor and Co-stimulatory Signaling WP2583	4/57	3.053587e-02	6.316607e-01	4.002983e+00	1.396582e+01	PRKCA;PTPN6;NFATC2;ZAP70
merged_WikiPathway_2021_Human.gmt	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863	5/122	1.107081e-01	7.333598e-01	2.224016e+00	4.894744e+00	IKBKB;SOS1;PTPN6;NFATC2;ZAP70
merged_WikiPathway_2021_Human.gmt	T-cell receptor (TCR) signaling pathway WP69	6/178	1.668232e-01	7.415357e-01	1.789001e+00	3.203780e+00	IKBKB;SOS1;VAV1;PTK2B;NFATC2;ZAP70
merged_WikiPathway_2021_Human.gmt	TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859	1/35	5.215286e-01	7.983498e-01	2.044086e+00	1.330682e+00	SMAD3
merged_WikiPathway_2021_Human.gmt	TGF-beta Receptor Signaling WP560	5/107	7.229310e-02	7.333598e-01	2.553305e+00	6.707601e+00	ZFYVE9;STAT1;SMAD3;TGFBR3;ENG
merged_WikiPathway_2021_Human.gmt	TGF-beta Signaling Pathway WP366	11/262	2.107664e-02	5.169975e-01	2.206346e+00	8.515592e+00	MAPK4;MIF-AS1;ZFYVE9;MEF2C;SOS1;SMAD3;TGFBR3;KLF10;GAS6-AS1;CAV1;TERT
merged_WikiPathway_2021_Human.gmt	TGF-beta receptor signaling in skeletal dysplasias WP4816	5/115	9.172219e-02	7.333598e-01	2.366559e+00	5.653688e+00	ZFYVE9;STAT1;SMAD3;TGFBR3;ENG
merged_WikiPathway_2021_Human.gmt	TLR4 Signaling and Tolerance WP3851	1/55	6.863664e-01	8.620928e-01	1.291397e+00	4.860089e-01	IKBKB
merged_WikiPathway_2021_Human.gmt	TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway WP2036	1/82	8.229017e-01	9.054090e-01	8.612553e-01	1.678746e-01	IKBKB
merged_WikiPathway_2021_Human.gmt	TNF-alpha signaling pathway WP231	3/182	7.345951e-01	8.740061e-01	9.120301e-01	2.813028e-01	IKBKB;SOS1;KSR2
merged_WikiPathway_2021_Human.gmt	TP53 network WP1742	1/37	5.412999e-01	7.983498e-01	1.931698e+00	1.185641e+00	TP63
merged_WikiPathway_2021_Human.gmt	TYROBP causal network in microglia WP3945	1/121	9.226389e-01	9.476365e-01	5.802455e-01	4.671980e-02	DPYD
merged_WikiPathway_2021_Human.gmt	Tamoxifen metabolism WP691	1/41	5.784357e-01	8.260538e-01	1.740223e+00	9.526464e-01	UGT2B15
merged_WikiPathway_2021_Human.gmt	Target Of Rapamycin (TOR) Signaling WP1471	1/71	7.764288e-01	8.968721e-01	9.967267e-01	2.522220e-01	PRKCA
merged_WikiPathway_2021_Human.gmt	Tgif disruption of Shh signaling WP3674	1/17	3.007402e-01	7.673035e-01	4.281627e+00	5.144412e+00	SHH
merged_WikiPathway_2021_Human.gmt	The Overlap Between Signal Transduction Pathways that Contribute to a Range of LMNA Laminopathies WP4879	3/109	3.965486e-01	7.827428e-01	1.548467e+00	1.432265e+00	SMAD3;TCF7;MIF-AS1
merged_WikiPathway_2021_Human.gmt	The influence of laminopathies on Wnt signaling WP4844	1/69	7.667593e-01	8.906369e-01	1.026032e+00	2.724961e-01	TCF7
merged_WikiPathway_2021_Human.gmt	Thermogenesis WP4321	9/215	3.573710e-02	6.316607e-01	2.208344e+00	7.357243e+00	MAPK4;CREB3;PRDM16;FGFR1;MIF-AS1;ADCY9;SOS1;DPF3;CNR1
merged_WikiPathway_2021_Human.gmt	Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway WP2203	1/93	8.597500e-01	9.191494e-01	7.580042e-01	1.145448e-01	STAT1
merged_WikiPathway_2021_Human.gmt	Thyroid hormones production and their peripheral downstream signaling effects WP4746	8/189	4.383424e-02	6.867502e-01	2.242856e+00	7.014172e+00	CREB3;PRDM16;FGFR1;SHH;THRB;SOS1;NPPA;RXRA
merged_WikiPathway_2021_Human.gmt	Thyroid stimulating hormone (TSH) signaling pathway WP2032	3/131	5.156217e-01	7.983498e-01	1.280540e+00	8.482066e-01	MAPK4;PLD1;STAT1
merged_WikiPathway_2021_Human.gmt	Toll-like Receptor Signaling Pathway WP75	5/205	4.238914e-01	7.962284e-01	1.292535e+00	1.109354e+00	IRF5;IKBKB;STAT1;PIK3R3;TLR2
merged_WikiPathway_2021_Human.gmt	Toll-like Receptor Signaling related to MyD88 WP3858	2/61	3.635083e-01	7.827428e-01	1.979710e+00	2.003374e+00	IKBKB;TLR2
merged_WikiPathway_2021_Human.gmt	Transcription co-factors SKI and SKIL protein partners WP4533	1/35	5.215286e-01	7.983498e-01	2.044086e+00	1.330682e+00	SATB2
merged_WikiPathway_2021_Human.gmt	Transcription factor regulation in adipogenesis WP3599	2/43	2.250614e-01	7.597631e-01	2.843458e+00	4.240682e+00	INSR;RXRA
merged_WikiPathway_2021_Human.gmt	Translation inhibitors in chronically activated PDGFRA cells WP4566	2/91	5.681767e-01	8.198259e-01	1.312195e+00	7.418137e-01	PIK3R3;PRKCA
merged_WikiPathway_2021_Human.gmt	Triacylglyceride synthesis WP325	3/47	7.391609e-02	7.333598e-01	3.728830e+00	9.712949e+00	CRYZL2P-SEC16B;AGPAT4;LPL
merged_WikiPathway_2021_Human.gmt	Tryptophan metabolism WP465	2/82	5.118285e-01	7.983498e-01	1.460209e+00	9.779980e-01	CRYZL2P-SEC16B;HADH
merged_WikiPathway_2021_Human.gmt	Tumor suppressor activity of SMARCB1 WP4204	1/60	7.178320e-01	8.740061e-01	1.182288e+00	3.919519e-01	DPF3
merged_WikiPathway_2021_Human.gmt	Type I collagen synthesis in the context of Osteogenesis imperfecta WP4786	2/65	3.933094e-01	7.827428e-01	1.854266e+00	1.730325e+00	SERPINH1;LRP5
merged_WikiPathway_2021_Human.gmt	Type I interferon induction and signaling during SARS-CoV-2 infection WP4868	2/61	3.635083e-01	7.827428e-01	1.979710e+00	2.003374e+00	STAT2;TLR2
merged_WikiPathway_2021_Human.gmt	Type II diabetes mellitus WP1584	2/43	2.250614e-01	7.597631e-01	2.843458e+00	4.240682e+00	INSR;IKBKB
merged_WikiPathway_2021_Human.gmt	Type II interferon signaling (IFNG) WP619	3/73	1.941672e-01	7.518193e-01	2.347584e+00	3.847775e+00	CYBB;STAT2;STAT1
merged_WikiPathway_2021_Human.gmt	Type III interferon signaling WP2113	2/19	5.843192e-02	7.333598e-01	6.759117e+00	1.919517e+01	STAT2;STAT1
merged_WikiPathway_2021_Human.gmt	Urea cycle and associated pathways WP4595	1/47	6.286023e-01	8.455715e-01	1.514776e+00	7.032443e-01	CRYZL2P-SEC16B
merged_WikiPathway_2021_Human.gmt	Urea cycle and metabolism of amino groups WP497	1/41	5.784357e-01	8.260538e-01	1.740223e+00	9.526464e-01	CRYZL2P-SEC16B
merged_WikiPathway_2021_Human.gmt	VEGFA-VEGFR2 Signaling Pathway WP3888	26/859	3.345543e-02	6.316607e-01	1.557888e+00	5.292990e+00	CYBB;MIR155HG;CRYZL2P-SEC16B;PRDM16-DT;PTMA;FLNB;CCRL2;EGR3;KLF3-AS1;MAPK4;MEF2C;GAB1;ENG;RCAN1;MIF-AS1;STAT1;PTPN6;LINC01108;FLNB-AS1;FOXD2-AS1;ITGB5;PTK2B;GAS6-AS1;CAV1;NFATC2;PRKCA
merged_WikiPathway_2021_Human.gmt	Valproic acid pathway WP3871	1/25	4.092037e-01	7.827428e-01	2.881262e+00	2.574529e+00	ACADSB
merged_WikiPathway_2021_Human.gmt	Vitamin A and carotenoid metabolism WP716	3/85	2.600413e-01	7.661470e-01	2.003722e+00	2.698843e+00	CRYZL2P-SEC16B;RXRA;LPL
merged_WikiPathway_2021_Human.gmt	Vitamin B12 Disorders WP4271	1/23	3.837693e-01	7.827428e-01	3.137995e+00	3.005301e+00	LINC00173
merged_WikiPathway_2021_Human.gmt	Vitamin B12 metabolism WP1533	4/97	1.434318e-01	7.333598e-01	2.281374e+00	4.430190e+00	INSR;SOD1;CRYZL2P-SEC16B;LINC02532
merged_WikiPathway_2021_Human.gmt	Vitamin D Metabolism WP1531	2/19	5.843192e-02	7.333598e-01	6.759117e+00	1.919517e+01	RXRA;VDR
merged_WikiPathway_2021_Human.gmt	Vitamin D Receptor Pathway WP2877	7/363	6.350120e-01	8.478094e-01	9.850465e-01	4.473209e-01	IRF5;LRP5;RXRA;HSD17B3-AS1;NFATC2;VDR;PPARD
merged_WikiPathway_2021_Human.gmt	Vitamin D in inflammatory diseases WP4482	3/43	5.969533e-02	7.333598e-01	4.098736e+00	1.155229e+01	IKBKB;RXRA;VDR
merged_WikiPathway_2021_Human.gmt	Vitamin D-sensitive calcium signaling in depression WP4698	2/80	4.986703e-01	7.983498e-01	1.497710e+00	1.042122e+00	MAPK4;RXRA
merged_WikiPathway_2021_Human.gmt	Wnt Signaling Pathway WP363	4/103	1.669816e-01	7.415357e-01	2.142521e+00	3.834838e+00	MAPK4;NFATC2;PRKCA;LRP5
merged_WikiPathway_2021_Human.gmt	Wnt signaling WP428	11/229	8.381039e-03	3.420080e-01	2.548063e+00	1.218429e+01	MAPK4;NFATC4;MIF-AS1;LRP5;TCF7;PRDM16-DT;WNT5A;VANGL1;FZD2;NFATC2;PRKCA
merged_WikiPathway_2021_Human.gmt	Wnt signaling in kidney disease WP4150	3/71	1.836195e-01	7.506799e-01	2.416608e+00	4.095883e+00	WNT5A;MIF-AS1;LRP5
merged_WikiPathway_2021_Human.gmt	Wnt signaling pathway and pluripotency WP399	7/203	1.310457e-01	7.333598e-01	1.816409e+00	3.691324e+00	MAPK4;MIF-AS1;LRP5;TCF7;FZD2;PRKCA;PPARD
merged_WikiPathway_2021_Human.gmt	Wnt/beta-catenin signaling pathway in leukemia WP3658	2/51	2.869893e-01	7.673035e-01	2.382017e+00	2.973497e+00	LRP5;PPARD
merged_WikiPathway_2021_Human.gmt	Zinc homeostasis WP3529	2/71	4.367777e-01	7.983498e-01	1.693175e+00	1.402509e+00	CRYZL2P-SEC16B;SLC39A14
merged_WikiPathway_2021_Human.gmt	mBDNF and proBDNF regulation of GABA neurotransmission WP4829	2/75	4.648095e-01	7.983498e-01	1.600392e+00	1.226104e+00	MAPK4;PIK3R3
merged_WikiPathway_2021_Human.gmt	mRNA Processing WP411	2/251	9.690787e-01	9.761010e-01	4.631981e-01	1.454882e-02	CLK2;SNRNP70
merged_WikiPathway_2021_Human.gmt	miRNA regulation of DNA damage response WP1530	2/140	7.926927e-01	8.982415e-01	8.438100e-01	1.960336e-01	CHEK2;MIF-AS1
merged_WikiPathway_2021_Human.gmt	miRNA regulation of p53 pathway in prostate cancer WP3982	2/47	2.559878e-01	7.661470e-01	2.592454e+00	3.532544e+00	ZMAT3;CHEK2
merged_WikiPathway_2021_Human.gmt	miRNA regulation of prostate cancer signaling pathways WP3981	3/65	1.530031e-01	7.333598e-01	2.650184e+00	4.975181e+00	TCF7;SOS1;PDGFA
merged_WikiPathway_2021_Human.gmt	miRNA targets in ECM and membrane receptors WP2911	1/43	5.958656e-01	8.338119e-01	1.658001e+00	8.584137e-01	ITGB5
merged_WikiPathway_2021_Human.gmt	miRNAs involvement in the immune response in sepsis WP4329	2/73	4.508943e-01	7.983498e-01	1.645486e+00	1.310666e+00	IRF5;IKBKB
merged_WikiPathway_2021_Human.gmt	ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336	6/171	1.464231e-01	7.333598e-01	1.865981e+00	3.585025e+00	MIF-AS1;LRP5;TCF7;PRDM16-DT;WNT5A;FZD2
merged_WikiPathway_2021_Human.gmt	p38 MAPK Signaling Pathway WP400	2/66	4.006632e-01	7.827428e-01	1.825336e+00	1.669515e+00	MAX;STAT1
merged_WikiPathway_2021_Human.gmt	p53 transcriptional gene network WP4963	4/133	2.998801e-01	7.673035e-01	1.641255e+00	1.976683e+00	IRF5;TNFRSF10D;MIF-AS1;ZMAT3
