id,x,y,text,name
681,113.29,2.6016865619924134,"Sample 681 
              Patient: SAMEA4618890-1 
              Expression: 2.6016865619924134
            ",PRIMARY
682,114.17,2.6103567478575296,"Sample 682 
              Patient: SAMEA4618890-2 
              Expression: 2.6103567478575296
            ",PRIMARY
683,101.56,3.8050659482928744,"Sample 683 
              Patient: SAMEA4618891-1 
              Expression: 3.8050659482928744
            ",PRIMARY
684,101.4,3.7881580753596293,"Sample 684 
              Patient: SAMEA4618891-2 
              Expression: 3.7881580753596293
            ",PRIMARY
685,107.58,2.906590438032354,"Sample 685 
              Patient: SAMEA4618892-1 
              Expression: 2.906590438032354
            ",PRIMARY
686,108.46,2.9310749455126826,"Sample 686 
              Patient: SAMEA4618892-2 
              Expression: 2.9310749455126826
            ",PRIMARY
687,75.68,3.958124486959539,"Sample 687 
              Patient: SAMEA4618893-1 
              Expression: 3.958124486959539
            ",PRIMARY
688,75.04,3.9510504452565747,"Sample 688 
              Patient: SAMEA4618893-2 
              Expression: 3.9510504452565747
            ",PRIMARY
689,61.77,4.059628612868229,"Sample 689 
              Patient: SAMEA4618894-1 
              Expression: 4.059628612868229
            ",PRIMARY
690,60.44,4.07337093633959,"Sample 690 
              Patient: SAMEA4618894-2 
              Expression: 4.07337093633959
            ",PRIMARY
691,98.35,2.8562695396792654,"Sample 691 
              Patient: SAMEA4618895-1 
              Expression: 2.8562695396792654
            ",PRIMARY
692,98.35,2.850074382214438,"Sample 692 
              Patient: SAMEA4618895-2 
              Expression: 2.850074382214438
            ",PRIMARY
693,88.02,3.701405479375551,"Sample 693 
              Patient: SAMEA4618899-1 
              Expression: 3.701405479375551
            ",PRIMARY
694,87.89,3.6963477063705272,"Sample 694 
              Patient: SAMEA4618899-2 
              Expression: 3.6963477063705272
            ",PRIMARY
921,111.72,2.405614205867919,"Sample 921 
              Patient: N0_114T 
              Expression: 2.405614205867919
            ",PRIMARY
922,71.36,3.5345789743850315,"Sample 922 
              Patient: N0_138T 
              Expression: 3.5345789743850315
            ",PRIMARY
923,71.94,3.89255168715368,"Sample 923 
              Patient: N0_221T 
              Expression: 3.89255168715368
            ",PRIMARY
924,114.66,2.8433794325636903,"Sample 924 
              Patient: N0_206T 
              Expression: 2.8433794325636903
            ",PRIMARY
925,58.43,4.113331961298983,"Sample 925 
              Patient: N0_80T 
              Expression: 4.113331961298983
            ",PRIMARY
926,85.96,3.426652815574638,"Sample 926 
              Patient: N0_203T 
              Expression: 3.426652815574638
            ",PRIMARY
927,80.51,4.287797918398841,"Sample 927 
              Patient: N0_79T 
              Expression: 4.287797918398841
            ",PRIMARY
928,51.9,4.263031544637495,"Sample 928 
              Patient: N0_88T 
              Expression: 4.263031544637495
            ",PRIMARY
929,95.1,2.2856594851794845,"Sample 929 
              Patient: N0_85T 
              Expression: 2.2856594851794845
            ",PRIMARY
930,89.48,2.9425598938401785,"Sample 930 
              Patient: N0_102T 
              Expression: 2.9425598938401785
            ",PRIMARY
931,90.41,3.738643428186144,"Sample 931 
              Patient: N0_95T 
              Expression: 3.738643428186144
            ",PRIMARY
932,131.33,1.5620202054773467,"Sample 932 
              Patient: N0_109T 
              Expression: 1.5620202054773467
            ",PRIMARY
933,56.65,4.635340312668788,"Sample 933 
              Patient: N0_104T 
              Expression: 4.635340312668788
            ",PRIMARY
934,53.49,4.2656933785782485,"Sample 934 
              Patient: N0_4T 
              Expression: 4.2656933785782485
            ",PRIMARY
935,102.81,3.225688585718867,"Sample 935 
              Patient: N0_12T 
              Expression: 3.225688585718867
            ",PRIMARY
936,78.79,4.136001961537783,"Sample 936 
              Patient: N0_6T 
              Expression: 4.136001961537783
            ",PRIMARY
937,79.7,3.1766186662684364,"Sample 937 
              Patient: N0_63T 
              Expression: 3.1766186662684364
            ",PRIMARY
