Feature,Importance
TYK2,1.428332446417065e-10
TMEM246-AS1,1.4173751961059256e-10
SNHG4,1.4071365592120783e-10
PLA2G4F,1.402681147045498e-10
ABCA4,1.4008948730738507e-10
SLC15A1,1.396771281579703e-10
FKBP1A,1.3859298505369529e-10
UGT2B15,1.378375730479932e-10
YBX1,1.3752972490873931e-10
SLC22A17,1.3724108341261376e-10
CA4,1.3710699347250306e-10
ZFP69,1.36835403758653e-10
SULT1E1,1.3660478902139204e-10
ATP1B1,1.355457586720444e-10
LINC01703,1.3536824151453693e-10
SLC29A1,1.3458750612234427e-10
SLC25A17,1.345600865757188e-10
ZNF736,1.3419410566733728e-10
THTPA,1.3387262288876628e-10
FECH,1.3376118111676532e-10
BRINP3-DT,1.3367750331350115e-10
ZNF267,1.3332919130322497e-10
APOE,1.329632702716196e-10
CD36,1.3295318393292255e-10
TFDP1,1.3243266169965741e-10
SLC22A5,1.323778828924963e-10
LAMP2,1.3215713118593083e-10
TP73,1.3137674472240697e-10
DGKB,1.3074400917293352e-10
LINC02041,1.305752865562562e-10
SLC25A19,1.300776986233479e-10
ZNF783,1.3007198801996336e-10
GPD1L,1.2961922545331154e-10
HMGCS2,1.2954815565524723e-10
CNN3-DT,1.2928182460215617e-10
ADAMTS13,1.2883947770848275e-10
JAM3,1.2771253103131412e-10
LINC02878,1.2764135172220813e-10
OXCT1,1.2718044273853286e-10
LINC02701,1.270969012362513e-10
SLC7A5,1.2687774318299006e-10
GEMIN4,1.2682432085155752e-10
MNX1-AS1,1.261627764139277e-10
RYR2,1.2595699628363356e-10
PCAT14,1.253798966425641e-10
HS2ST1,1.2532956427924635e-10
SLC22A18AS,1.2522822455037822e-10
KSR2,1.246405967079862e-10
SMAD6,1.244315028413373e-10
LINC00865,1.2420865700265625e-10
PARG,1.2416082439065197e-10
ACAD10,1.2386415967853068e-10
HAGLROS,1.2379128474421953e-10
TCF7,1.2278311462063495e-10
ZNF3,1.222897493140481e-10
HPGD,1.2209718677772386e-10
SOCS2-AS1,1.218240665215399e-10
RETREG1-AS1,1.217887969952949e-10
CNOT8,1.2175271126248926e-10
AGK,1.2127018646713653e-10
CERS6,1.210502647949531e-10
APEX1,1.2084804310564946e-10
PTPN12,1.1940909179241041e-10
ZNF652-AS1,1.1916537011277252e-10
DUSP16,1.19112783453984e-10
WNT5A-AS1,1.1904174117343625e-10
JDP2-AS1,1.1880428619125346e-10
DNMT3B,1.1807554075304934e-10
NT5C,1.176777609041293e-10
RCC2-AS1,1.1731332013730925e-10
SLC34A3,1.170513886311156e-10
LYN,1.1645996012485263e-10
SLC18A2,1.158343988241124e-10
CS,1.1545848009952112e-10
LPGAT1,1.1530602986147285e-10
CBLL1,1.1529452034903777e-10
ALAD,1.1465561787184422e-10
