Feature,Importance
ZNF521,7.164426956043984e-11
LINC01607,7.133912241137417e-11
NR1D2,7.108321475243737e-11
SLC16A1-AS1,7.104178887081239e-11
CPAMD8,7.101623276693061e-11
PMM1,7.066651835551824e-11
MCEE,7.051236476371375e-11
MIR210HG,7.041723156756758e-11
ZNF696,7.040932312559715e-11
SLC7A11,7.037237272841712e-11
NQO1,7.035561548831363e-11
ZNF664,7.018676032788651e-11
GATA6-AS1,7.008471020141788e-11
MAN2B1,6.98896841250718e-11
LY96,6.980992157671052e-11
DUSP8,6.972820396620977e-11
LPCAT2,6.90455584093715e-11
BSG-AS1,6.874886897470281e-11
ZNF589,6.870242091830503e-11
C2CD4D-AS1,6.866774065210774e-11
ZNF71,6.847384622748782e-11
ZNF860,6.843531753119541e-11
LINC02413,6.81537537216364e-11
CNDP2,6.811406405234888e-11
C9orf163,6.761957048281794e-11
ZFP28,6.71514241781801e-11
ZFP2,6.712211759293712e-11
UHRF2,6.695050579934144e-11
SNRPA1-DT,6.638901161676585e-11
CBR4,6.620905307032887e-11
EED,6.599874875136648e-11
SLC26A1,6.59780783149753e-11
COLCA1,6.572964119422724e-11
ZNF251,6.55778242367514e-11
LINC01614,6.537290330190787e-11
HAND2-AS1,6.49077992526863e-11
ZNF215,6.443388006320399e-11
ZNF154,6.437273794440134e-11
JUN,6.435492277018707e-11
PDSS2,6.428977469973996e-11
ZNF630,6.417547308248714e-11
